Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
FLO RESIDENCE,"1,245,000","1,345.5",925,31 Aug 2020,1 PUNGGOL FIELD WALK #08-02,Resale,Strata,125,"9,960",-,Condominium,1,99 yrs from 05/12/2011,2016,Private,828739,19,82,North East Region,Punggol
CHANGI RISE CONDOMINIUM,"860,000","1,130.22",761,31 Aug 2020,10 SIMEI RISE #08-27,Resale,Strata,105,"8,190",-,Condominium,1,99 yrs from 29/11/2000,2004,Private,528804,18,52,East Region,Tampines
N.A.,"3,100,000","2,291.66","1,353",31 Aug 2020,63B FLORENCE ROAD,Resale,Land,212.9,"14,561",-,Terrace House,1,999 yrs from 27/12/1875,1994,Private,549536,19,54,North East Region,Hougang
VIBES @ KOVAN,"845,000",785.77,"1,075",31 Aug 2020,93 KOVAN ROAD #05-06,Resale,Strata,73,"11,575",-,Apartment,1,Freehold,2014,Private,548178,19,54,North East Region,Hougang
PARKSHORE,"1,850,000","1,323.97","1,397",31 Aug 2020,201 TANJONG RHU ROAD #03-02,Resale,Strata,123,"15,041",-,Condominium,1,Freehold,1995,Private,436917,15,43,Central Region,Kallang
RIVERBANK @ FERNVALE,"1,190,000","1,022.58","1,164",31 Aug 2020,13 FERNVALE CLOSE #01-12,Resale,Strata,95,"12,526",-,Condominium,1,99 yrs from 10/07/2013,2017,HDB,797476,28,79,North East Region,Sengkang
CHILTERN PARK,"1,438,000","1,571.54",915,31 Aug 2020,131 SERANGOON AVENUE 3 #02-11,Resale,Strata,146,"9,849",-,Condominium,1,99 yrs from 01/03/1991,1995,HDB,556112,19,55,North East Region,Serangoon
BEDOK RESIDENCES,"1,320,000",850.36,"1,552",31 Aug 2020,28 BEDOK NORTH DRIVE #10-43,Resale,Strata,79,"16,709",-,Apartment,1,99 yrs from 21/11/2011,2015,Private,465500,16,46,East Region,Bedok
THE ARTE,"1,570,000","1,054.87","1,488",31 Aug 2020,23 JALAN RAJA UDANG #06-12,Resale,Strata,98,"16,020",-,Condominium,1,Freehold,2010,HDB,329216,12,32,Central Region,Novena
PEOPLE'S PARK COMPLEX,"945,000","1,119.46",844,31 Aug 2020,1 PARK ROAD #21-872,Resale,Strata,104,"9,087",-,Apartment,1,99 yrs from 25/03/1968,1972,Private,059108,01,05,Central Region,Outram
WINDY HEIGHTS,"2,280,000","2,475.72",921,31 Aug 2020,86 JALAN DAUD #11-90,Resale,Strata,230,"9,913",-,Condominium,1,Freehold,1983,Private,419594,14,41,East Region,Bedok
BALESTIER PLAZA,"1,430,000","1,367.03","1,046",31 Aug 2020,400 BALESTIER ROAD #13-02,Resale,Strata,127,"11,260",-,Apartment,1,Freehold,1983,Private,329802,12,32,Central Region,Novena
HILLSTA,"608,000",538.2,"1,130",31 Aug 2020,68 PHOENIX ROAD #05-09,Resale,Strata,50,"12,160",-,Condominium,1,99 yrs from 03/10/2011,2016,HDB,668202,23,66,West Region,Bukit Batok
ATELIER VILLAS,"2,060,000","3,078.5",669,31 Aug 2020,13 YIO CHU KANG DRIVE,Resale,Strata,286,"7,203",-,Terrace House,1,Freehold,2008,Private,786285,26,78,North East Region,Ang Mo Kio
THE HUNTINGTON,"1,573,000",968.76,"1,624",31 Aug 2020,190 MOULMEIN ROAD #08-02,Resale,Strata,90,"17,478",-,Apartment,1,Freehold,2000,Private,308095,11,30,Central Region,Novena
ASTOR GREEN,"1,800,000","1,571.54","1,145",31 Aug 2020,3 PINE GROVE #01-02,Resale,Strata,146,"12,329",-,Condominium,1,99 yrs from 18/11/1991,1995,Private,597590,21,59,Central Region,Bukit Timah
FABER GARDEN CONDOMINIUM,"3,280,000","2,863.22","1,146",31 Aug 2020,6 ANGKLONG LANE #19-03,Resale,Strata,266,"12,331",-,Condominium,1,Freehold,1984,Private,579980,20,57,Central Region,Bishan
YEW MEI GREEN,"825,000","1,291.68",639,31 Aug 2020,50 CHOA CHU KANG NORTH 6 #04-06,Resale,Strata,120,"6,875",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689574,23,68,West Region,Choa Chu Kang
THE CHUAN,"1,268,000",979.52,"1,295",31 Aug 2020,31 LORONG CHUAN #03-06,Resale,Strata,91,"13,934",-,Condominium,1,999 yrs from 21/06/1877,2007,HDB,556820,19,55,North East Region,Serangoon
EAST MEADOWS,"1,075,000","1,237.86",868,31 Aug 2020,32 TANAH MERAH KECHIL ROAD #04-14,Resale,Strata,115,"9,348",-,Condominium,1,99 yrs from 02/03/1998,2002,HDB,465559,16,46,East Region,Bedok
LA CASA,"718,000",871.88,824,31 Aug 2020,56 WOODLANDS DRIVE 16 #09-16,Resale,Strata,81,"8,864",-,Executive Condominium,1,99 yrs from 13/09/2004,2008,HDB,737898,25,73,North Region,Woodlands
NORTHVALE,"945,000","1,270.15",744,31 Aug 2020,69 CHOA CHU KANG LOOP #10-12,Resale,Strata,118,"8,008",-,Apartment,1,99 yrs from 01/03/1995,1998,HDB,689672,23,68,West Region,Choa Chu Kang
BARTLEY RIDGE,"1,230,000",850.36,"1,446",31 Aug 2020,44 MOUNT VERNON ROAD #06-38,Resale,Strata,79,"15,570",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368062,13,36,Central Region,Toa Payoh
COSTA DEL SOL,"1,758,888","1,313.21","1,339",31 Aug 2020,70 BAYSHORE ROAD #17-12,Resale,Strata,122,"14,417",-,Condominium,1,99 yrs from 05/05/1997,2004,HDB,469987,16,46,East Region,Bedok
THE FLORIDA,"953,000","1,291.68",738,31 Aug 2020,70 HOUGANG AVENUE 7 #14-07,Resale,Strata,120,"7,942",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,538804,19,53,North East Region,Hougang
CARIBBEAN AT KEPPEL BAY,"2,030,000","1,334.74","1,521",31 Aug 2020,20 KEPPEL BAY DRIVE #03-28,Resale,Strata,124,"16,371",-,Condominium,1,99 yrs from 16/08/1999,2004,Private,098645,04,09,Central Region,Bukit Merah
WATERCOLOURS,"1,018,000","1,280.92",795,31 Aug 2020,35 PASIR RIS LINK #04-36,Resale,Strata,119,"8,555",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518155,18,51,East Region,Pasir Ris
LUXUS HILLS,"3,068,000","1,614.6","1,900",31 Aug 2020,59 LUXUS HILL DRIVE,Resale,Land,150,"20,453",-,Terrace House,1,999 yrs from 01/01/1879,2018,Private,804749,28,80,North East Region,Serangoon
LAKEVILLE,"910,000",635.08,"1,433",31 Aug 2020,7 JURONG LAKE LINK #03-24,Resale,Strata,59,"15,424",-,Condominium,1,99 yrs from 30/04/2013,2017,Private,648163,22,64,West Region,Jurong West
HILLINGTON GREEN,"1,630,000","1,356.26","1,202",31 Aug 2020,53 HILLVIEW AVENUE #08-07,Resale,Strata,126,"12,937",-,Condominium,1,999 yrs from 19/05/1883,2002,Private,669566,23,66,West Region,Bukit Batok
BOATHOUSE RESIDENCES,"952,000",893.41,"1,066",31 Aug 2020,31 UPPER SERANGOON VIEW #11-21,Resale,Strata,83,"11,470",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534043,19,53,North East Region,Hougang
Q BAY RESIDENCES,"940,000",882.65,"1,065",31 Aug 2020,17 TAMPINES STREET 86 #09-41,Resale,Strata,82,"11,463",-,Condominium,1,99 yrs from 21/08/2012,2016,HDB,528591,18,52,East Region,Tampines
MICHAELS' RESIDENCES,"3,030,000","2,219.54","1,365",31 Aug 2020,24 ALMOND AVENUE,Resale,Land,206.2,"14,694",-,Semi-Detached House,1,99 yrs from 21/03/2012,2015,Private,677707,23,67,West Region,Bukit Panjang
CAYMAN RESIDENCES,"4,950,000","2,274.43","2,176",31 Aug 2020,3H EAST COAST AVENUE,Resale,Land,211.3,"23,426",-,Terrace House,1,Freehold,2019,Private,454785,15,45,East Region,Bedok
HILLSTA,"620,000",527.44,"1,175",31 Aug 2020,68 PHOENIX ROAD #11-08,Resale,Strata,49,"12,653",-,Condominium,1,99 yrs from 03/10/2011,2016,HDB,668202,23,66,West Region,Bukit Batok
NV RESIDENCES,"1,280,000","1,453.14",881,31 Aug 2020,85 PASIR RIS GROVE #11-08,Resale,Strata,135,"9,481",-,Condominium,1,99 yrs from 07/01/2008,2013,Private,518212,18,51,East Region,Pasir Ris
THE DEW,"1,030,000","1,205.57",854,31 Aug 2020,32 BUKIT BATOK STREET 21 #05-11,Resale,Strata,112,"9,196",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,HDB,659637,23,65,West Region,Bukit Batok
DOMAIN 21,"1,340,000",925.7,"1,448",31 Aug 2020,23 DELTA ROAD #07-07,Resale,Strata,86,"15,581",-,Condominium,1,99 yrs from 02/07/2004,2007,Private,169814,03,16,Central Region,Bukit Merah
LA CASA,"840,000","1,140.98",736,31 Aug 2020,54 WOODLANDS DRIVE 16 #11-10,Resale,Strata,106,"7,925",-,Executive Condominium,1,99 yrs from 13/09/2004,2008,HDB,737899,25,73,North Region,Woodlands
WESTCOVE CONDOMINIUM,"1,000,000","1,291.68",774,31 Aug 2020,12 WEST COAST CRESCENT #01-12,Resale,Strata,120,"8,333",-,Condominium,1,99 yrs from 01/03/1995,1998,Private,128042,05,12,West Region,Clementi
WATERFRONT ISLE,"1,360,000","1,270.15","1,071",01 Sep 2020,730 BEDOK RESERVOIR ROAD #02-03,Resale,Strata,118,"11,525",-,Condominium,1,99 yrs from 26/11/2009,2015,Private,479261,16,47,East Region,Bedok
THE GLADES,"645,000",452.09,"1,427",01 Sep 2020,12 BEDOK RISE #11-46,Resale,Strata,42,"15,357",-,Condominium,1,99 yrs from 21/01/2013,2016,Private,465407,16,46,East Region,Bedok
THOMSON THREE,"1,750,000","1,140.98","1,534",01 Sep 2020,41 BRIGHT HILL DRIVE #03-02,Resale,Strata,106,"16,509",-,Apartment,1,99 yrs from 07/11/2012,2016,Private,573893,20,57,Central Region,Bishan
FLORIDIAN,"4,022,500","2,357.32","1,706",01 Sep 2020,977 BUKIT TIMAH ROAD #08-32,Resale,Strata,219,"18,368",-,Condominium,1,Freehold,2012,Private,589626,21,58,Central Region,Bukit Timah
DUCHESS CREST,"2,388,000","1,883.7","1,268",01 Sep 2020,56 DUCHESS AVENUE #01-06,Resale,Strata,175,"13,646",-,Condominium,1,99 yrs from 24/06/1995,1998,HDB,269199,10,26,Central Region,Bukit Timah
THE EDGEWATER,"870,000",979.52,888,01 Sep 2020,211 JALAN LOYANG BESAR #03-02,Resale,Strata,91,"9,560",-,Condominium,1,Freehold,2003,Private,509504,17,50,East Region,Pasir Ris
N.A.,"2,640,000","1,387.48","1,903",01 Sep 2020,75 JOO CHIAT TERRACE,Resale,Land,128.9,"20,481",-,Terrace House,1,Freehold,-,Private,427238,15,42,Central Region,Geylang
VACANZA @ EAST,"915,000",807.3,"1,133",01 Sep 2020,38 LENGKONG TUJOH #08-09,Resale,Strata,75,"12,200",-,Condominium,1,Freehold,2014,HDB,417392,14,41,East Region,Bedok
SUNNY PALMS,"1,950,000","3,110.8",627,01 Sep 2020,65 LORONG G TELOK KURAU #04-01,Resale,Strata,289,"6,747",-,Condominium,1,Freehold,2004,HDB,426323,15,42,East Region,Bedok
THE SAIL @ MARINA BAY,"1,200,000",667.37,"1,798",01 Sep 2020,2 MARINA BOULEVARD #61-11,Resale,Strata,62,"19,355",-,Apartment,1,99 yrs from 12/08/2002,2008,Private,018987,01,01,Central Region,Downtown Core
ASPEN HEIGHTS,"2,318,000","1,323.97","1,751",01 Sep 2020,263 RIVER VALLEY ROAD #07-06,Resale,Strata,123,"18,846",-,Condominium,1,999 yrs from 01/07/1841,1998,Private,238309,09,23,Central Region,River Valley
WATERCOLOURS,"1,060,000","1,485.43",714,01 Sep 2020,31 PASIR RIS LINK #01-26,Resale,Strata,138,"7,681",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518153,18,51,East Region,Pasir Ris
SEASONS VIEW,"1,200,000","1,140.98","1,052",01 Sep 2020,5 PEMIMPIN DRIVE #08-05,Resale,Strata,106,"11,321",-,Condominium,1,99 yrs from 06/09/1996,2000,HDB,576149,20,57,Central Region,Bishan
76 SHENTON,"1,760,000",979.52,"1,797",01 Sep 2020,76 SHENTON WAY #37-02,Resale,Strata,91,"19,341",-,Apartment,1,99 yrs from 12/04/2007,2014,Private,079119,02,07,Central Region,Downtown Core
TERRASSE,"1,950,000","2,497.25",781,01 Sep 2020,31 TERRASSE LANE #01-63,Resale,Strata,232,"8,405",-,Condominium,1,99 yrs from 23/08/2010,2014,Private,544779,19,54,North East Region,Hougang
MARTIN MODERN,"4,392,800","1,733","2,535",01 Sep 2020,8 MARTIN PLACE #02-03,New Sale,Strata,161,"27,284","4,190,000",Condominium,1,99 yrs from 28/09/2016,Uncompleted,N.A,237992,09,23,Central Region,River Valley
SEASIDE RESIDENCES,"1,385,000",678.13,"2,042",01 Sep 2020,16 SIGLAP LINK #26-21,New Sale,Strata,63,"21,984","1,328,240",Apartment,1,99 yrs from 18/04/2016,Uncompleted,Private,448872,15,44,East Region,Bedok
JADESCAPE,"1,390,700",764.24,"1,820",01 Sep 2020,10 SHUNFU ROAD #09-35,New Sale,Strata,71,"19,587",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575746,20,57,Central Region,Bishan
JADESCAPE,"1,442,400",764.24,"1,887",01 Sep 2020,10 SHUNFU ROAD #19-35,New Sale,Strata,71,"20,315",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575746,20,57,Central Region,Bishan
THE WOODLEIGH RESIDENCES,"1,209,000",667.37,"1,812",01 Sep 2020,19 BIDADARI PARK DRIVE #04-19,New Sale,Strata,62,"19,500",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,N.A,367794,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,204,000",667.37,"1,804",01 Sep 2020,19 BIDADARI PARK DRIVE #03-19,New Sale,Strata,62,"19,419",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367794,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,348,000",699.66,"1,927",01 Sep 2020,21 BIDADARI PARK DRIVE #13-23,New Sale,Strata,65,"20,738",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367795,13,36,Central Region,Toa Payoh
THE WOODLEIGH RESIDENCES,"1,250,000",667.37,"1,873",01 Sep 2020,23 BIDADARI PARK DRIVE #12-31,New Sale,Strata,62,"20,161",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,HDB,367796,13,36,Central Region,Toa Payoh
AFFINITY AT SERANGOON,"1,735,000","1,151.75","1,506",01 Sep 2020,20 SERANGOON NORTH AVENUE 1 #05-11,New Sale,Strata,107,"16,215",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554337,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,809,600","1,119.46","1,616",01 Sep 2020,7 SERANGOON NORTH VIEW #13-34,New Sale,Strata,104,"17,400",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554346,19,55,North East Region,Serangoon
DAINTREE RESIDENCE,"1,339,870",775.01,"1,729",01 Sep 2020,11A TOH TUCK ROAD #02-05,New Sale,Strata,72,"18,609",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596157,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"2,480,680","1,485.43","1,670",01 Sep 2020,11E TOH TUCK ROAD #02-22,New Sale,Strata,138,"17,976",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,Private,596127,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,027,480",559.73,"1,836",01 Sep 2020,11K TOH TUCK ROAD #01-51,New Sale,Strata,52,"19,759",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,N.A,596132,21,59,Central Region,Bukit Timah
THE JOVELL,"912,000",721.19,"1,265",01 Sep 2020,13 FLORA DRIVE #03-12,New Sale,Strata,67,"13,612",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,HDB,506853,17,50,East Region,Pasir Ris
77 @ EAST COAST,"1,045,000",613.55,"1,703",01 Sep 2020,77 UPPER EAST COAST ROAD #03-06,New Sale,Strata,57,"18,333",-,Apartment,1,Freehold,Uncompleted,Private,455218,15,45,East Region,Bedok
77 @ EAST COAST,"1,051,000",602.78,"1,744",01 Sep 2020,77 UPPER EAST COAST ROAD #03-07,New Sale,Strata,56,"18,768",-,Apartment,1,Freehold,Uncompleted,N.A,455218,15,45,East Region,Bedok
WHISTLER GRAND,"1,002,400",624.31,"1,606",01 Sep 2020,109 WEST COAST VALE #34-19,New Sale,Strata,58,"17,283",-,Apartment,1,99 yrs from 07/05/2018,Uncompleted,N.A,126752,05,12,West Region,Clementi
PARC ESTA,"1,232,000",635.08,"1,940",01 Sep 2020,904 SIMS AVENUE #16-24,New Sale,Strata,59,"20,881",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408968,14,40,Central Region,Geylang
THE ESSENCE,"1,408,000","1,044.11","1,349",01 Sep 2020,1 CHONG KUO ROAD #01-18,New Sale,Strata,97,"14,515",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,Private,779830,26,77,North Region,Yishun
PIERMONT GRAND,"1,027,890",947.23,"1,085",01 Sep 2020,38 SUMANG WALK #02-34,New Sale,Strata,88,"11,681",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,N.A,828624,19,82,North East Region,Punggol
REZI 24,"724,200",452.09,"1,602",01 Sep 2020,39 LORONG 24 GEYLANG #04-14,New Sale,Strata,42,"17,243",-,Apartment,1,Freehold,Uncompleted,N.A,398636,14,39,Central Region,Geylang
TREASURE AT TAMPINES,"2,095,000","1,711.48","1,224",01 Sep 2020,29 TAMPINES LANE #11-100,New Sale,Strata,159,"13,176",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528471,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,225,000",914.94,"1,339",01 Sep 2020,5 TAMPINES LANE #09-19,New Sale,Strata,85,"14,412",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528485,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,172,000",914.94,"1,281",01 Sep 2020,53 TAMPINES LANE #04-183,New Sale,Strata,85,"13,788",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528459,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,161,000",914.94,"1,269",01 Sep 2020,53 TAMPINES LANE #02-183,New Sale,Strata,85,"13,659",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528459,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,175,000",839.59,"1,399",01 Sep 2020,55 TAMPINES LANE #10-190,New Sale,Strata,78,"15,064",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528458,18,52,East Region,Tampines
ONE PEARL BANK,"2,578,000","1,151.75","2,238",01 Sep 2020,1 PEARL BANK #09-12,New Sale,Strata,107,"24,093",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,03,16,Central Region,Outram
ONE PEARL BANK,"2,609,000","1,151.75","2,265",01 Sep 2020,1 PEARL BANK #11-12,New Sale,Strata,107,"24,383",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,N.A,169016,03,16,Central Region,Outram
PARC KOMO,"2,039,000","1,410.08","1,446",01 Sep 2020,957 UPPER CHANGI ROAD NORTH #05-58,New Sale,Strata,131,"15,565",-,Apartment,1,Freehold,Uncompleted,HDB,506786,17,50,East Region,Pasir Ris
PARC CANBERRA,"1,019,000",947.23,"1,076",01 Sep 2020,15 CANBERRA WALK #04-29,New Sale,Strata,88,"11,580",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,Private,756948,27,75,North Region,Sembawang
DAIRY FARM RESIDENCES,"1,874,009","1,323.97","1,415",01 Sep 2020,12 DAIRY FARM LANE #03-36,New Sale,Strata,123,"15,236",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,N.A,677615,23,67,West Region,Bukit Panjang
FORETT AT BUKIT TIMAH,"1,444,000",721.19,"2,002",01 Sep 2020,32B TOH TUCK ROAD #07-13,New Sale,Strata,67,"21,552",-,Apartment,1,Freehold,Uncompleted,N.A,596111,21,59,Central Region,Bukit Timah
KOPAR AT NEWTON,"2,106,000",914.94,"2,302",01 Sep 2020,8 MAKEWAY AVENUE #09-16,New Sale,Strata,85,"24,776",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228607,09,22,Central Region,Novena
NOMA,"1,030,000",656.6,"1,569",01 Sep 2020,331 GUILLEMARD ROAD #04-01,New Sale,Strata,61,"16,885",-,Apartment,1,Freehold,Uncompleted,Private,399756,14,39,Central Region,Geylang
LE NOUVEL ARDMORE,"16,239,250","3,821.22","4,250",01 Sep 2020,1A ARDMORE PARK #28-02,Resale,Strata,355,"45,744",-,Condominium,1,Freehold,2014,Private,259945,10,25,Central Region,Newton
THE PANORAMA,"1,460,000","1,011.82","1,443",01 Sep 2020,8 ANG MO KIO AVENUE 2 #03-05,Resale,Strata,94,"15,532",-,Condominium,1,99 yrs from 08/04/2013,2017,Private,567695,20,56,North East Region,Ang Mo Kio
WESTMERE,"1,018,000","1,313.21",775,01 Sep 2020,71 JURONG EAST STREET 13 #04-05,Resale,Strata,122,"8,344",-,Executive Condominium,1,99 yrs from 26/06/1996,1999,HDB,609650,22,60,West Region,Jurong East
MIMOSA TERRACE,"2,500,000","1,614.6","1,548",01 Sep 2020,11 MIMOSA VIEW,Resale,Land,150,"16,667",-,Terrace House,1,Freehold,2004,Private,805591,28,80,North East Region,Serangoon
COSTA RHU,"2,240,000","1,776.06","1,261",01 Sep 2020,5 RHU CROSS #09-04,Resale,Strata,165,"13,576",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437434,15,43,Central Region,Kallang
THE ARCADIA,"3,200,000","3,821.22",837,01 Sep 2020,237 ARCADIA ROAD #02-02,Resale,Strata,355,"9,014",-,Condominium,1,99 yrs from 17/08/1979,1983,Private,289844,11,28,Central Region,Bukit Timah
LIVIA,"1,490,000","1,743.77",854,01 Sep 2020,71 PASIR RIS GROVE #01-21,Resale,Strata,162,"9,198",-,Condominium,1,99 yrs from 07/01/2008,2011,Private,518205,18,51,East Region,Pasir Ris
IDYLLIC RESIDENCES,"1,838,000","1,797.59","1,022",01 Sep 2020,52 LORONG M TELOK KURAU #05-01,Resale,Strata,167,"11,006",-,Apartment,1,Freehold,2009,Private,425346,15,42,East Region,Bedok
LA VIDA @ 130,"595,000",484.38,"1,228",01 Sep 2020,130 LORONG K TELOK KURAU #04-05,Resale,Strata,45,"13,222",-,Apartment,1,Freehold,2014,Private,425769,15,42,East Region,Bedok
THE ARTE,"2,550,000","1,872.94","1,361",01 Sep 2020,21 JALAN RAJA UDANG #08-01,Resale,Strata,174,"14,655",-,Condominium,1,Freehold,2010,Private,329215,12,32,Central Region,Novena
SKY VUE,"1,378,000",828.83,"1,663",01 Sep 2020,1 BISHAN STREET 15 #15-06,Resale,Strata,77,"17,896",-,Condominium,1,99 yrs from 04/03/2013,2016,Private,573910,20,57,Central Region,Bishan
PARC OASIS,"945,000","1,076.4",878,01 Sep 2020,51 JURONG EAST AVENUE 1 #17-03,Resale,Strata,100,"9,450",-,Condominium,1,99 yrs from 01/12/1991,1994,HDB,609782,22,60,West Region,Jurong East
DUNEARN ESTATE,"8,800,000","4,789.98","1,837",01 Sep 2020,72B TREVOSE CRESCENT,Resale,Land,445,"19,775",-,Detached House,1,Freehold,2006,Private,297745,11,29,Central Region,Novena
HEDGES PARK CONDOMINIUM,"960,000","1,076.4",892,01 Sep 2020,75 FLORA DRIVE #06-13,Resale,Strata,100,"9,600",-,Condominium,1,99 yrs from 28/07/2010,2015,Private,506883,17,50,East Region,Pasir Ris
THE CREST,"2,262,500","1,140.98","1,983",01 Sep 2020,103 PRINCE CHARLES CRESCENT #04-10,Resale,Strata,106,"21,344",-,Condominium,1,99 yrs from 21/12/2012,2017,HDB,159018,03,15,Central Region,Bukit Merah
THE CREST,"2,175,300","1,194.8","1,821",01 Sep 2020,103 PRINCE CHARLES CRESCENT #03-12,Resale,Strata,111,"19,597",-,Condominium,1,99 yrs from 21/12/2012,2017,Private,159018,03,15,Central Region,Bukit Merah
PRESTIGE LOFT,"1,330,000","1,506.96",883,01 Sep 2020,286 TELOK KURAU ROAD #05-05,Resale,Strata,140,"9,500",-,Apartment,1,Freehold,2010,HDB,423911,15,42,East Region,Bedok
AUSTVILLE RESIDENCES,"935,000","1,022.58",914,01 Sep 2020,21 SENGKANG EAST AVENUE #10-24,Resale,Strata,95,"9,842",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544809,19,54,North East Region,Sengkang
WATERMARK ROBERTSON QUAY,"1,800,000",925.7,"1,944",01 Sep 2020,1 RODYK STREET #05-12,Resale,Strata,86,"20,930",-,Apartment,1,Freehold,2008,Private,238212,09,23,Central Region,Singapore River
RIVERVALE CREST,"735,000",990.29,742,01 Sep 2020,5 RIVERVALE CRESCENT #09-12,Resale,Strata,92,"7,989",-,Apartment,1,99 yrs from 06/12/1997,2002,Private,545084,19,54,North East Region,Sengkang
BELLERIVE,"2,168,000","1,237.86","1,751",01 Sep 2020,9 KENG CHIN ROAD #08-03,Resale,Strata,115,"18,852",-,Apartment,1,Freehold,2011,Private,258711,10,25,Central Region,Tanglin
THE TAMPINES TRILLIANT,"1,025,000","1,001.05","1,024",01 Sep 2020,29 TAMPINES CENTRAL 7 #02-37,Resale,Strata,93,"11,022",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528612,18,52,East Region,Tampines
WATERCOLOURS,"875,000","1,001.05",874,01 Sep 2020,25 PASIR RIS LINK #10-11,Resale,Strata,93,"9,409",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518150,18,51,East Region,Pasir Ris
GRANDEUR 8,"1,280,000","1,194.8","1,071",01 Sep 2020,12 ANG MO KIO CENTRAL 3 #10-17,Resale,Strata,111,"11,532",-,Condominium,1,99 yrs from 16/07/2002,2005,Private,567746,20,56,North East Region,Ang Mo Kio
SEVEN OAKS,"21,000,000","17,404.31","1,207",01 Sep 2020,860 OLD HOLLAND ROAD,Resale,Land,"1,616.9","12,988",-,Detached House,1,Freehold,1998,Private,278695,10,27,Central Region,Bukit Timah
SOUTHAVEN I,"1,250,000","1,302.44",960,01 Sep 2020,43 HINDHEDE WALK #02-08,Resale,Strata,121,"10,331",-,Condominium,1,99 yrs from 01/08/1994,1997,Private,587973,21,58,West Region,Bukit Panjang
LEONIE SUITES,"1,540,000",936.47,"1,644",01 Sep 2020,21 LEONIE HILL #08-02,Resale,Strata,87,"17,701",-,Apartment,1,99 yrs from 07/01/2002,2006,Private,239223,09,23,Central Region,River Valley
N.A.,"6,080,000","4,012.82","1,515",01 Sep 2020,347 YIO CHU KANG ROAD,Resale,Land,372.8,"16,309",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,805917,28,80,North East Region,Serangoon
PINEWOOD GARDENS,"3,100,000","1,679.18","1,846",01 Sep 2020,23 BALMORAL PARK #05-04,Resale,Strata,156,"19,872",-,Condominium,1,Freehold,1990,Private,259852,10,25,Central Region,Tanglin
MARINA ONE RESIDENCES,"4,322,311","1,539.25","2,808",01 Sep 2020,21 MARINA WAY #26-15,Resale,Strata,143,"30,226",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018978,01,01,Central Region,Downtown Core
