Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
PARC CLEMATIS,"1,186,000",721.19,"1,645",31 Oct 2020,8F JALAN LEMPENG #16-60,New Sale,Strata,67,"17,701",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,Private,126740,05,12,West Region,Clementi
BOULEVARD 88,"6,666,900","1,776.06","3,754",01 Nov 2020,86 ORCHARD BOULEVARD #23-02,New Sale,Strata,165,"40,405",-,Apartment,1,Freehold,Uncompleted,Private,248655,10,24,Central Region,Orchard
KANDIS RESIDENCE,"1,039,800",807.3,"1,288",01 Nov 2020,2 KANDIS LINK #05-02,New Sale,Strata,75,"13,864",-,Condominium,1,99 yrs from 11/07/2016,Uncompleted,N.A,756967,27,75,North Region,Sembawang
TWIN VEW,"1,912,000","1,248.62","1,531",01 Nov 2020,91 WEST COAST VALE #31-06,New Sale,Strata,116,"16,483",-,Apartment,1,99 yrs from 15/05/2017,Uncompleted,Private,126755,05,12,West Region,Clementi
JADESCAPE,"974,000",527.44,"1,847",01 Nov 2020,10 SHUNFU ROAD #06-38,New Sale,Strata,49,"19,878",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575746,20,57,Central Region,Bishan
JADESCAPE,"918,000",527.44,"1,740",01 Nov 2020,2 SHUNFU ROAD #06-05,New Sale,Strata,49,"18,735",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
STIRLING RESIDENCES,"1,044,000",505.91,"2,064",01 Nov 2020,23 STIRLING ROAD #27-13,New Sale,Strata,47,"22,213",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,HDB,148961,03,14,Central Region,Queenstown
THE WOODLEIGH RESIDENCES,"1,796,000",958,"1,875",01 Nov 2020,15 BIDADARI PARK DRIVE #04-08,New Sale,Strata,89,"20,180",-,Apartment,1,99 yrs from 18/09/2017,Uncompleted,Private,367805,13,36,Central Region,Toa Payoh
AFFINITY AT SERANGOON,"899,910",538.2,"1,672",01 Nov 2020,30 SERANGOON NORTH AVENUE 1 #13-72,New Sale,Strata,50,"17,998",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,HDB,554342,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,259,000",807.3,"1,560",01 Nov 2020,3 SERANGOON NORTH VIEW #05-18,New Sale,Strata,75,"16,787",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554344,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,227,000",828.83,"1,480",01 Nov 2020,3 SERANGOON NORTH VIEW #15-24,New Sale,Strata,77,"15,935",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,N.A,554344,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,859,400","1,119.46","1,661",01 Nov 2020,7 SERANGOON NORTH VIEW #12-31,New Sale,Strata,104,"17,879",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,031,600",613.55,"1,681",01 Nov 2020,7 SERANGOON NORTH VIEW #05-32,New Sale,Strata,57,"18,098",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,HDB,554346,19,55,North East Region,Serangoon
THE GARDEN RESIDENCES,"1,037,700",613.55,"1,691",01 Nov 2020,9 SERANGOON NORTH VIEW #05-41,New Sale,Strata,57,"18,205",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554347,19,55,North East Region,Serangoon
FOURTH AVENUE RESIDENCES,"1,168,000",484.38,"2,411",01 Nov 2020,12 FOURTH AVENUE #09-45,New Sale,Strata,45,"25,956",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,HDB,268676,10,26,Central Region,Bukit Timah
THE JOVELL,"1,133,000",904.18,"1,253",01 Nov 2020,19 FLORA DRIVE #08-32,New Sale,Strata,84,"13,488",-,Condominium,1,99 yrs from 08/03/2018,Uncompleted,Private,506760,17,50,East Region,Pasir Ris
THE ESSENCE,"1,407,000","1,044.11","1,348",01 Nov 2020,1 CHONG KUO ROAD #01-08,New Sale,Strata,97,"14,505",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,HDB,779830,26,77,North Region,Yishun
THE ESSENCE,"969,000",785.77,"1,233",01 Nov 2020,1 CHONG KUO ROAD #05-11,New Sale,Strata,73,"13,274",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,N.A,779830,26,77,North Region,Yishun
THE ESSENCE,"1,034,000",731.95,"1,413",01 Nov 2020,1 CHONG KUO ROAD #03-13,New Sale,Strata,68,"15,206",-,Apartment,1,99 yrs from 04/05/2018,Uncompleted,HDB,779830,26,77,North Region,Yishun
PIERMONT GRAND,"1,439,200","1,367.03","1,053",01 Nov 2020,24 SUMANG WALK #04-05,New Sale,Strata,127,"11,332",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828678,19,82,North East Region,Punggol
PIERMONT GRAND,"1,539,000","1,367.03","1,126",01 Nov 2020,26 SUMANG WALK #14-09,New Sale,Strata,127,"12,118",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,Private,828618,19,82,North East Region,Punggol
PIERMONT GRAND,"1,470,960","1,356.26","1,085",01 Nov 2020,28 SUMANG WALK #06-13,New Sale,Strata,126,"11,674",-,Executive Condominium,1,99 yrs from 04/06/2018,Uncompleted,HDB,828619,19,82,North East Region,Punggol
TREASURE AT TAMPINES,"1,843,000","1,334.74","1,381",01 Nov 2020,23 TAMPINES LANE #11-80,New Sale,Strata,124,"14,863",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528474,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,470,000","1,033.34","1,423",01 Nov 2020,25 TAMPINES LANE #06-84,New Sale,Strata,96,"15,313",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528473,18,52,East Region,Tampines
TREASURE AT TAMPINES,"775,000",462.85,"1,674",01 Nov 2020,27 TAMPINES LANE #09-91,New Sale,Strata,43,"18,023",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528472,18,52,East Region,Tampines
TREASURE AT TAMPINES,"891,000",581.26,"1,533",01 Nov 2020,41 TAMPINES LANE #11-136,New Sale,Strata,54,"16,500",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528465,18,52,East Region,Tampines
TREASURE AT TAMPINES,"894,000",592.02,"1,510",01 Nov 2020,41 TAMPINES LANE #12-137,New Sale,Strata,55,"16,255",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528465,18,52,East Region,Tampines
TREASURE AT TAMPINES,"971,000",678.13,"1,432",01 Nov 2020,57 TAMPINES LANE #06-200,New Sale,Strata,63,"15,413",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528457,18,52,East Region,Tampines
ONE PEARL BANK,"1,935,000",839.59,"2,305",01 Nov 2020,1 PEARL BANK #23-19,New Sale,Strata,78,"24,808",-,Apartment,1,99 yrs from 01/03/2019,Uncompleted,Private,169016,03,16,Central Region,Outram
SENGKANG GRAND RESIDENCES,"1,268,800",764.24,"1,660",01 Nov 2020,88 COMPASSVALE BOW #04-72,New Sale,Strata,71,"17,870",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,HDB,544574,19,54,North East Region,Sengkang
RIVIERE,"2,150,100",818.06,"2,628",01 Nov 2020,1 JIAK KIM STREET #06-02,New Sale,Strata,76,"28,291",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,169423,03,16,Central Region,Singapore River
RIVIERE,"1,494,030",559.73,"2,669",01 Nov 2020,1 JIAK KIM STREET #11-03,New Sale,Strata,52,"28,731",-,Apartment,1,99 yrs from 07/03/2018,Uncompleted,Private,169423,03,16,Central Region,Singapore River
SKY EVERTON,"2,521,000",914.94,"2,755",01 Nov 2020,50 EVERTON ROAD #30-02,New Sale,Strata,85,"29,659",-,Apartment,1,Freehold,Uncompleted,Private,089396,02,08,Central Region,Bukit Merah
MIDWOOD,"1,564,000",990.29,"1,579",01 Nov 2020,10 HILLVIEW RISE #12-18,New Sale,Strata,92,"17,000",-,Condominium,1,99 yrs from 01/10/2018,Uncompleted,Private,667972,23,66,West Region,Bukit Batok
PULLMAN RESIDENCES NEWTON,"3,030,000","1,162.51","2,606",01 Nov 2020,18 DUNEARN ROAD #02-02,New Sale,Strata,108,"28,056",-,Apartment,1,Freehold,Uncompleted,Private,309421,11,30,Central Region,Novena
FORETT AT BUKIT TIMAH,"1,563,000",764.24,"2,045",01 Nov 2020,32B TOH TUCK ROAD #07-18,New Sale,Strata,71,"22,014",-,Apartment,1,Freehold,Uncompleted,N.A,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,935,000",979.52,"1,975",01 Nov 2020,32B TOH TUCK ROAD #08-22,New Sale,Strata,91,"21,264",-,Apartment,1,Freehold,Uncompleted,Private,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,483,000",764.24,"1,940",01 Nov 2020,36 TOH TUCK ROAD #03-56,New Sale,Strata,71,"20,887",-,Apartment,1,Freehold,Uncompleted,Private,596714,21,59,Central Region,Bukit Timah
THE AVENIR,"1,573,100",538.2,"2,923",01 Nov 2020,8 RIVER VALLEY CLOSE #03-07,New Sale,Strata,50,"31,462",-,Condominium,1,Freehold,Uncompleted,Private,238432,09,23,Central Region,River Valley
LEEDON GREEN,"1,581,000",613.55,"2,577",01 Nov 2020,30 LEEDON HEIGHTS #02-24,New Sale,Strata,57,"27,737",-,Condominium,1,Freehold,Uncompleted,Private,266223,10,26,Central Region,Bukit Timah
ARENA RESIDENCES,"1,482,000",807.3,"1,836",01 Nov 2020,20 GUILLEMARD CRESCENT #05-04,New Sale,Strata,75,"19,760",-,Apartment,1,Freehold,Uncompleted,N.A,399915,14,39,Central Region,Geylang
PARC CLEMATIS,"1,446,500",914.94,"1,581",01 Nov 2020,8F JALAN LEMPENG #12-61,New Sale,Strata,85,"17,018",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,HDB,126740,05,12,West Region,Clementi
ARENA RESIDENCES,"1,482,000",807.3,"1,836",01 Nov 2020,20 GUILLEMARD CRESCENT #11-05,New Sale,Strata,75,"19,760",-,Apartment,1,Freehold,Uncompleted,N.A,399915,14,39,Central Region,Geylang
PUBLIC MANSION,"1,880,000","2,529.54",743,02 Nov 2020,432 BALESTIER ROAD #05-436,Resale,Strata,235,"8,000",-,Apartment,1,Freehold,1974,Private,329813,12,32,Central Region,Novena
BISHAN LOFT,"1,700,000","1,399.32","1,215",02 Nov 2020,33 BISHAN STREET 11 #27-08,Resale,Strata,130,"13,077",-,Executive Condominium,1,99 yrs from 13/12/2000,2003,HDB,579820,20,57,Central Region,Bishan
THE CASCADIA,"1,700,000",990.29,"1,717",02 Nov 2020,937 BUKIT TIMAH ROAD #08-35,Resale,Strata,92,"18,478",-,Condominium,1,Freehold,2010,Private,589646,21,58,Central Region,Bukit Timah
THE VISIONAIRE,"1,028,000","1,022.58","1,005",02 Nov 2020,184 CANBERRA DRIVE #09-32,Resale,Strata,95,"10,821",-,Executive Condominium,1,99 yrs from 09/01/2015,2018,HDB,767954,27,76,North Region,Sembawang
CAVENAGH GARDENS,"1,600,000","1,162.51","1,376",02 Nov 2020,69 CAVENAGH ROAD #01-362,Resale,Strata,108,"14,815",-,Apartment,1,Freehold,-,HDB,229622,09,22,Central Region,Newton
HAIG COURT,"4,718,888","4,036.5","1,169",02 Nov 2020,158 HAIG ROAD #17-01,Resale,Strata,375,"12,584",-,Condominium,1,Freehold,2004,Private,438794,15,43,Central Region,Marine Parade
COMMONWEALTH TOWERS,"875,000",473.62,"1,847",02 Nov 2020,230 COMMONWEALTH AVENUE #30-01,Resale,Strata,44,"19,886",-,Condominium,1,99 yrs from 07/05/2013,2017,Private,149739,03,14,Central Region,Queenstown
ALTEZ,"1,248,000",602.78,"2,070",02 Nov 2020,16 ENGGOR STREET #16-01,Resale,Strata,56,"22,286",-,Apartment,1,99 yrs from 06/02/2008,2014,Private,079717,02,07,Central Region,Downtown Core
SKYSUITES@ANSON,"2,508,000","1,011.82","2,479",02 Nov 2020,8 ENGGOR STREET #69-06,Resale,Strata,94,"26,681",-,Apartment,1,99 yrs from 18/02/2008,2014,Private,079718,02,07,Central Region,Downtown Core
HIGH PARK RESIDENCES,"628,000",452.09,"1,389",02 Nov 2020,31 FERNVALE ROAD #15-53,Resale,Strata,42,"14,952",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797417,28,79,North East Region,Sengkang
THE MAYFAIR,"825,000",893.41,923,02 Nov 2020,5 JURONG EAST STREET 32 #13-06,Resale,Strata,83,"9,940",-,Condominium,1,99 yrs from 04/12/1996,2000,Private,609479,22,60,West Region,Jurong East
THE LAKESHORE,"950,000",871.88,"1,090",02 Nov 2020,31 JURONG WEST STREET 41 #09-39,Resale,Strata,81,"11,728",-,Condominium,1,99 yrs from 22/11/2002,2007,HDB,649412,22,64,West Region,Jurong West
THE TENERIFFE,"2,525,000","3,143.09",803,02 Nov 2020,292 LAUREL WOOD AVENUE,Resale,Strata,292,"8,647",-,Terrace House,1,99 yrs from 07/09/1996,2003,Private,275929,10,27,Central Region,Bukit Timah
PEOPLE'S GARDEN,"2,750,000","2,865.38",960,02 Nov 2020,54 LORONG 1 REALTY PARK,Resale,Land,266.2,"10,331",-,Terrace House,1,999 yrs from 01/01/1879,-,HDB,536965,19,53,North East Region,Hougang
SUITES 28,"488,000",430.56,"1,133",02 Nov 2020,28 LORONG 30 GEYLANG #06-08,Resale,Strata,40,"12,200",-,Apartment,1,Freehold,2014,HDB,398361,14,39,Central Region,Geylang
BARTLEY RESIDENCES,"1,300,000",925.7,"1,404",02 Nov 2020,3A LORONG HOW SUN #12-20,Resale,Strata,86,"15,116",-,Apartment,1,99 yrs from 29/06/2011,2015,HDB,536561,19,53,North East Region,Serangoon
SERANGOON GARDEN ESTATE,"2,900,000","2,160.33","1,342",02 Nov 2020,50 HYTHE ROAD,Resale,Land,200.7,"14,449",-,Terrace House,1,999 yrs from 01/01/1954,1994,Private,557531,19,55,North East Region,Serangoon
RIZ HAVEN,"1,220,000","1,453.14",840,02 Nov 2020,193A JALAN LOYANG BESAR #02-08,Resale,Strata,135,"9,037",-,Apartment,1,946 yrs from 01/01/1938,2010,Private,506929,17,50,East Region,Pasir Ris
CHANGI HEIGHTS,"2,218,000","1,736.23","1,277",02 Nov 2020,53 JALAN SINAR BULAN,Resale,Land,161.3,"13,751",-,Terrace House,1,Freehold,1999,Private,507058,17,50,East Region,Pasir Ris
RIVERBAY,"860,000",645.84,"1,332",02 Nov 2020,23 MAR THOMA ROAD #20-02,Resale,Strata,60,"14,333",-,Apartment,1,999 yrs from 02/06/1882,2014,HDB,328704,12,32,Central Region,Kallang
ISUITES @ MARSHALL,"810,000",613.55,"1,320",02 Nov 2020,99 MARSHALL ROAD #03-04,Resale,Strata,57,"14,211",-,Apartment,1,Freehold,2012,HDB,424894,15,42,Central Region,Marine Parade
THE POIZ RESIDENCES,"880,000",527.44,"1,668",02 Nov 2020,10 MEYAPPA CHETTIAR ROAD #05-30,Resale,Strata,49,"17,959",-,Apartment,1,99 yrs from 17/11/2014,2018,Private,358473,13,35,Central Region,Toa Payoh
THE WATERLINE,"768,000",785.77,977,02 Nov 2020,161 POH HUAT ROAD WEST #01-04,Resale,Strata,73,"10,521",-,Condominium,1,Freehold,2013,HDB,546692,19,54,North East Region,Hougang
TWIN WATERFALLS,"1,150,000","1,119.46","1,027",02 Nov 2020,100 PUNGGOL WALK #16-01,Resale,Strata,104,"11,058",-,Executive Condominium,1,99 yrs from 05/10/2011,2015,HDB,828790,19,82,North East Region,Punggol
YONG AN PARK,"4,650,000","2,249.68","2,067",02 Nov 2020,333 RIVER VALLEY ROAD #06-03,Resale,Strata,209,"22,249",-,Condominium,1,Freehold,1986,Private,238365,09,23,Central Region,River Valley
VALLEY PARK,"2,095,000","1,216.33","1,722",02 Nov 2020,479 RIVER VALLEY ROAD #09-01,Resale,Strata,113,"18,540",-,Condominium,1,999 yrs from 21/06/1877,1997,Private,248364,10,24,Central Region,Tanglin
THE RIVERVALE,"930,000","1,313.21",708,02 Nov 2020,3 RIVERVALE LINK #02-31,Resale,Strata,122,"7,623",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,HDB,545119,19,54,North East Region,Sengkang
RIVERSOUND RESIDENCE,"925,000",947.23,977,02 Nov 2020,7 SENGKANG EAST AVENUE #05-20,Resale,Strata,88,"10,511",-,Condominium,1,99 yrs from 26/08/2011,2015,Private,544741,19,54,North East Region,Sengkang
THE TROPICA,"1,160,000","1,237.86",937,02 Nov 2020,63 TAMPINES AVENUE 1 #15-06,Resale,Strata,115,"10,087",-,Condominium,1,99 yrs from 04/12/1996,2000,HDB,529777,18,52,East Region,Tampines
THE TAMPINES TRILLIANT,"1,110,000","1,011.82","1,097",02 Nov 2020,17 TAMPINES CENTRAL 7 #12-14,Resale,Strata,94,"11,809",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528772,18,52,East Region,Tampines
THE TAMPINES TRILLIANT,"1,180,000","1,237.86",953,02 Nov 2020,27 TAMPINES CENTRAL 7 #01-36,Resale,Strata,115,"10,261",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528611,18,52,East Region,Tampines
THE EDEN AT TAMPINES,"1,186,000","1,485.43",798,02 Nov 2020,33 TAMPINES STREET 34 #07-35,Resale,Strata,138,"8,594",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,Private,529238,18,52,East Region,Tampines
N.A.,"9,800,000","6,912.64","1,418",02 Nov 2020,19 TAN SIM BOH ROAD,Resale,Land,642.2,"15,260",-,Detached House,1,Freehold,-,Private,307713,11,30,Central Region,Novena
SIGLAP LODGE,"1,880,000","1,883.7",998,02 Nov 2020,97C UPPER EAST COAST ROAD,Resale,Strata,175,"10,743",-,Apartment,1,Freehold,1996,Private,455236,15,45,East Region,Bedok
KINGSFORD WATERBAY,"578,000",484.38,"1,193",02 Nov 2020,72 UPPER SERANGOON VIEW #07-44,Resale,Strata,45,"12,844",-,Apartment,1,99 yrs from 03/03/2014,2018,HDB,533882,19,53,North East Region,Hougang
THE FLORAVALE,"880,000","1,323.97",665,02 Nov 2020,238 WESTWOOD AVENUE #06-42,Resale,Strata,123,"7,154",-,Executive Condominium,1,99 yrs from 16/12/1997,2000,HDB,648363,22,64,West Region,Jurong West
SERANGOON GARDEN ESTATE,"4,100,000","2,981.63","1,375",02 Nov 2020,20 WORTHING ROAD,Resale,Land,277,"14,801",-,Semi-Detached House,1,999 yrs from 01/01/1955,-,Private,554954,19,55,North East Region,Serangoon
JADESCAPE,"923,000",527.44,"1,750",02 Nov 2020,2 SHUNFU ROAD #07-05,New Sale,Strata,49,"18,837",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,HDB,575742,20,57,Central Region,Bishan
PARK COLONIAL,"1,336,500",678.13,"1,971",02 Nov 2020,2 WOODLEIGH LANE #07-01,New Sale,Strata,63,"21,214",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,Private,357685,13,35,Central Region,Toa Payoh
PARK COLONIAL,"1,332,540",678.13,"1,965",02 Nov 2020,2 WOODLEIGH LANE #06-01,New Sale,Strata,63,"21,151",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,Private,357685,13,35,Central Region,Toa Payoh
RV ALTITUDE,"1,382,000",441.32,"3,131",02 Nov 2020,344 RIVER VALLEY ROAD #11-06,New Sale,Strata,41,"33,707",-,Apartment,1,Freehold,Uncompleted,N.A,238385,09,23,Central Region,River Valley
HAUS ON HANDY,"2,093,200",742.72,"2,818",02 Nov 2020,28 HANDY ROAD #03-13,New Sale,Strata,69,"30,336",-,Condominium,1,99 yrs from 07/05/2018,Uncompleted,Private,229240,09,22,Central Region,Museum
ROYALGREEN,"2,750,000",990.29,"2,777",02 Nov 2020,6 ANAMALAI AVENUE #05-41,New Sale,Strata,92,"29,891",-,Condominium,1,Freehold,Uncompleted,Private,279994,10,27,Central Region,Bukit Timah
1953,"998,000",548.96,"1,818",02 Nov 2020,1 TESSENSOHN ROAD #05-12,New Sale,Strata,51,"19,569",-,Apartment,1,Freehold,Uncompleted,Private,217701,08,21,Central Region,Kallang
SENGKANG GRAND RESIDENCES,"864,800",473.62,"1,826",02 Nov 2020,88 COMPASSVALE BOW #11-75,New Sale,Strata,44,"19,655",-,Apartment,1,99 yrs from 13/11/2018,Uncompleted,N.A,544574,19,54,North East Region,Sengkang
URBAN TREASURES,"1,336,000",656.6,"2,035",02 Nov 2020,207 JALAN EUNOS #11-19,New Sale,Strata,61,"21,902",-,Condominium,1,Freehold,Uncompleted,Private,415799,14,41,East Region,Bedok
RIVIERE,"5,559,160","2,002.1","2,777",02 Nov 2020,3 JIAK KIM STREET #12-08,New Sale,Strata,186,"29,888","5,440,880",Apartment,1,99 yrs from 07/03/2018,Uncompleted,N.A,169424,03,16,Central Region,Singapore River
VERDALE,"1,778,100","1,033.34","1,721",02 Nov 2020,6 DE SOUZA AVENUE #04-12,New Sale,Strata,96,"18,522",-,Apartment,1,99 yrs from 05/12/2018,Uncompleted,HDB,599460,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,560,000",764.24,"2,041",02 Nov 2020,32B TOH TUCK ROAD #08-17,New Sale,Strata,71,"21,972",-,Apartment,1,Freehold,Uncompleted,HDB,596111,21,59,Central Region,Bukit Timah
FORETT AT BUKIT TIMAH,"1,547,000",764.24,"2,024",02 Nov 2020,32B TOH TUCK ROAD #07-17,New Sale,Strata,71,"21,789",-,Apartment,1,Freehold,Uncompleted,N.A,596111,21,59,Central Region,Bukit Timah
LEEDON GREEN,"1,769,300",699.66,"2,529",02 Nov 2020,34 LEEDON HEIGHTS #06-41,New Sale,Strata,65,"27,220",-,Condominium,1,Freehold,Uncompleted,Private,266076,10,26,Central Region,Bukit Timah
PENROSE,"1,377,000",796.54,"1,729",02 Nov 2020,22 SIMS DRIVE #07-14,New Sale,Strata,74,"18,608",-,Apartment,1,99 yrs from 03/07/2019,Uncompleted,N.A,387396,14,38,Central Region,Geylang
CRESCENDO BUILDING,"1,175,000","1,302.44",902,02 Nov 2020,19C UPPER EAST COAST ROAD,Resale,Strata,121,"9,711",-,Apartment,1,Freehold,1996,Private,455209,15,45,East Region,Bedok
THE JADE,"1,728,000","1,614.6","1,070",02 Nov 2020,9 BUKIT BATOK CENTRAL LINK #28-09,Resale,Strata,150,"11,520",-,Condominium,1,99 yrs from 02/10/2001,2004,HDB,658074,23,65,West Region,Bukit Batok
LE QUEST,"661,000",430.56,"1,535",02 Nov 2020,10 BUKIT BATOK STREET 41 #14-27,Sub Sale,Strata,40,"16,525",-,Apartment,1,99 yrs from 29/08/2016,2020,HDB,657977,23,65,West Region,Bukit Batok
CAVENAGH COURT,"3,000,000","1,840.64","1,630",02 Nov 2020,151 CAVENAGH ROAD #02-165,Resale,Strata,171,"17,544",-,Apartment,1,Freehold,-,Private,229628,09,22,Central Region,Newton
PALM OASIS,"1,060,000",861.12,"1,231",02 Nov 2020,51A LORONG H TELOK KURAU #03-08,Resale,Strata,80,"13,250",-,Apartment,1,Freehold,2008,HDB,426154,15,42,East Region,Bedok
THE GREENWICH,"1,500,000","1,474.67","1,017",02 Nov 2020,11 SELETAR ROAD #01-47,Resale,Strata,137,"10,949",-,Condominium,1,99 yrs from 21/12/2009,2014,HDB,807016,28,80,North East Region,Serangoon
COMPASS HEIGHTS,"2,050,000","2,637.18",777,02 Nov 2020,9 SENGKANG SQUARE #14-19,Resale,Strata,245,"8,367",-,Apartment,1,99 yrs from 30/04/2000,2002,HDB,545075,19,54,North East Region,Sengkang
SUNGLADE,"1,060,000",861.12,"1,231",02 Nov 2020,7 SERANGOON AVENUE 2 #11-16,Resale,Strata,80,"13,250",-,Condominium,1,99 yrs from 09/10/2000,2003,HDB,556133,19,55,North East Region,Serangoon
HOLLAND GROVE,"3,160,000","2,597.35","1,217",02 Nov 2020,23 HOLLAND GROVE VIEW,Resale,Land,241.3,"13,096",-,Semi-Detached House,1,99 yrs from 21/04/1994,1997,Private,276188,10,27,Central Region,Bukit Timah
ROBIN REGALIA,"2,070,000","1,248.62","1,658",02 Nov 2020,35 ROBIN ROAD #01-04,Resale,Strata,116,"17,845",-,Apartment,1,Freehold,2000,Private,258210,10,25,Central Region,Tanglin
BOATHOUSE RESIDENCES,"916,000",914.94,"1,001",02 Nov 2020,33 UPPER SERANGOON VIEW #10-28,Resale,Strata,85,"10,776",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534042,19,53,North East Region,Hougang
EIGHT RIVERSUITES,"1,360,000",979.52,"1,388",02 Nov 2020,6 WHAMPOA EAST #16-12,Resale,Strata,91,"14,945",-,Condominium,1,99 yrs from 11/07/2011,2016,Private,338519,12,33,Central Region,Kallang
THE ESTUARY,"1,180,000","1,184.04",997,02 Nov 2020,99 YISHUN AVENUE 1 #06-40,Resale,Strata,110,"10,727",-,Condominium,1,99 yrs from 25/06/2008,2013,HDB,769139,27,76,North Region,Yishun
SERANGOON GARDEN ESTATE,"3,950,000","2,441.28","1,618",02 Nov 2020,9A BERWICK DRIVE,Resale,Land,226.8,"17,416",-,Semi-Detached House,1,999 yrs from 01/01/1955,2016,HDB,554353,19,55,North East Region,Serangoon
SERANGOON GARDEN ESTATE,"4,525,000","2,799.72","1,616",02 Nov 2020,43 BODMIN DRIVE,Resale,Land,260.1,"17,397",-,Terrace House,1,999 yrs from 01/01/1955,-,HDB,559642,19,55,North East Region,Serangoon
MACPHERSON GARDEN ESTATE,"1,640,000",989.21,"1,658",02 Nov 2020,68 JALAN MULIA,Resale,Land,91.9,"17,845",-,Terrace House,1,Freehold,-,Private,368659,13,36,Central Region,Toa Payoh
YISHUN EMERALD,"1,050,000","1,345.5",780,02 Nov 2020,20 CANBERRA DRIVE #14-01,Resale,Strata,125,"8,400",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,768425,27,76,North Region,Yishun
N.A.,"2,950,000","1,886.93","1,563",02 Nov 2020,161 CEYLON ROAD,Resale,Land,175.3,"16,828",-,Terrace House,1,Freehold,1990,Private,429722,15,42,Central Region,Geylang
N.A.,"2,680,000","4,660.81",575,02 Nov 2020,53 WAK HASSAN DRIVE,Resale,Land,433,"6,189",-,Semi-Detached House,1,99 yrs from 18/07/2008,2012,Private,757148,27,75,North Region,Sembawang
H2O RESIDENCES,"840,000",882.65,952,02 Nov 2020,36 FERNVALE LINK #02-19,Resale,Strata,82,"10,244",-,Condominium,1,99 yrs from 10/05/2010,2015,HDB,797533,28,79,North East Region,Sengkang
LENTOR VILLAS,"3,700,000","3,455.24","1,071",02 Nov 2020,79 LENTOR STREET,Resale,Land,321,"11,526",-,Semi-Detached House,1,Freehold,1997,Private,786789,26,78,North East Region,Ang Mo Kio
SEASTRAND,"580,000",592.02,980,02 Nov 2020,15 PASIR RIS LINK #04-33,Resale,Strata,55,"10,545",-,Condominium,1,99 yrs from 03/01/2011,2014,HDB,518182,18,51,East Region,Pasir Ris
A TREASURE TROVE,"925,000",775.01,"1,194",02 Nov 2020,50 PUNGGOL WALK #14-01,Resale,Strata,72,"12,847",-,Condominium,1,99 yrs from 09/03/2011,2015,HDB,828830,19,82,North East Region,Punggol
