Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
LA FIESTA,"1,260,000","1,001.05","1,259",16 Apr 2020,66 SENGKANG SQUARE #12-37,Resale,Strata,93,"13,548",-,Condominium,1,99 yrs from 03/09/2012,2016,Private,544703,19,54,North East Region,Sengkang
THE RIVERVALE,"985,000","1,302.44",756,16 Apr 2020,3 RIVERVALE LINK #10-17,Resale,Strata,121,"8,140",-,Executive Condominium,1,99 yrs from 18/12/1997,2000,HDB,545119,19,54,North East Region,Sengkang
JLB RESIDENCES,"950,000","1,001.05",949,16 Apr 2020,169 JALAN LOYANG BESAR #03-03,Resale,Strata,93,"10,215",-,Apartment,1,946 yrs from 27/11/1937,2008,HDB,509422,17,50,East Region,Pasir Ris
N.A.,"2,500,000","2,012.87","1,242",17 Apr 2020,31 MAYFLOWER LANE,Resale,Land,187,"13,369",-,Terrace House,1,Freehold,-,Private,568761,20,56,North East Region,Ang Mo Kio
BURGHLEY DRIVE,"3,480,000","1,733","2,008",17 Apr 2020,2R BURGHLEY DRIVE,New Sale,Land,161,"21,615",-,Terrace House,1,Freehold,Uncompleted,N.A,554296,19,55,North East Region,Serangoon
MIDTOWN BAY,"2,066,400",753.48,"2,742",17 Apr 2020,122 BEACH ROAD #11-10,New Sale,Strata,70,"29,520","2,030,400",Apartment,1,99 yrs from 02/01/2018,Uncompleted,Private,189770,07,18,Central Region,Downtown Core
MARINA ONE RESIDENCES,"1,673,000",710.42,"2,355",17 Apr 2020,23 MARINA WAY #21-20,Resale,Strata,66,"25,348",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
THE MADEIRA,"1,000,000","1,356.26",737,17 Apr 2020,52 BUKIT BATOK STREET 31 #16-11,Resale,Strata,126,"7,937",-,Condominium,1,99 yrs from 14/08/2000,2003,HDB,659443,23,65,West Region,Bukit Batok
WHITEWATER,"840,000","1,140.98",736,17 Apr 2020,31 PASIR RIS STREET 72 #02-24,Resale,Strata,106,"7,925",-,Executive Condominium,1,99 yrs from 23/07/2002,2005,Private,518769,18,51,East Region,Pasir Ris
WATERCOLOURS,"838,000",958,875,17 Apr 2020,29 PASIR RIS LINK #10-20,Resale,Strata,89,"9,416",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518152,18,51,East Region,Pasir Ris
OLA,"1,407,000","1,388.56","1,013",17 Apr 2020,76 ANCHORVALE CRESCENT #04-16,New Sale,Strata,129,"10,907",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,HDB,544602,19,54,North East Region,Sengkang
THE TAMPINES TRILLIANT,"1,120,000","1,130.22",991,17 Apr 2020,15 TAMPINES CENTRAL 7 #10-11,Resale,Strata,105,"10,667",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528771,18,52,East Region,Tampines
MARTIN MODERN,"2,900,000","1,399.32","2,072",17 Apr 2020,10 MARTIN PLACE #15-08,Sub Sale,Strata,130,"22,308",-,Condominium,1,99 yrs from 28/09/2016,Uncompleted,Private,237963,09,23,Central Region,River Valley
STIRLING RESIDENCES,"1,522,000",785.77,"1,937",17 Apr 2020,25 STIRLING ROAD #33-32,New Sale,Strata,73,"20,849",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148962,03,14,Central Region,Queenstown
LUXUS HILLS,"3,408,000","1,614.6","2,111",17 Apr 2020,12 LUXUS HILL VIEW,Resale,Land,150,"22,720",-,Terrace House,1,999 yrs from 01/01/1879,2020,Private,804495,28,80,North East Region,Serangoon
THE WOODS,"2,050,000","5,511.17",372,17 Apr 2020,107 WESTWOOD AVENUE,Resale,Strata,512,"4,004",-,Semi-Detached House,1,99 yrs from 09/03/2010,2013,HDB,648205,22,64,West Region,Jurong West
SCOTTS SQUARE,"3,400,000",947.23,"3,589",17 Apr 2020,8 SCOTTS ROAD #27-05,Resale,Strata,88,"38,636",-,Apartment,1,Freehold,2011,N.A,228238,09,22,Central Region,Orchard
VIBES @ EAST COAST,"810,000",624.31,"1,297",17 Apr 2020,308 TELOK KURAU ROAD #05-19,Resale,Strata,58,"13,966",-,Apartment,1,Freehold,2014,HDB,423858,15,42,East Region,Bedok
HILLION RESIDENCES,"1,035,000",710.42,"1,457",17 Apr 2020,8 JELEBU ROAD #15-08,Resale,Strata,66,"15,682",-,Apartment,1,99 yrs from 04/01/2013,2017,HDB,677671,23,67,West Region,Bukit Panjang
THE GARDENS AT BISHAN,"1,460,000","1,205.57","1,211",17 Apr 2020,1 SIN MING WALK #05-38,Resale,Strata,112,"13,036",-,Condominium,1,99 yrs from 22/03/1997,2004,Private,575574,20,57,Central Region,Bishan
THE RAINTREE,"1,500,000","1,334.74","1,124",17 Apr 2020,89 BUKIT DRIVE #10-20,Resale,Strata,124,"12,097",-,Condominium,1,99 yrs from 01/03/2003,2008,Private,587846,21,58,West Region,Bukit Panjang
HILLION RESIDENCES,"1,040,000",710.42,"1,464",17 Apr 2020,12 JELEBU ROAD #18-26,Resale,Strata,66,"15,758",-,Apartment,1,99 yrs from 04/01/2013,2017,Private,677673,23,67,West Region,Bukit Panjang
EIGHT RIVERSUITES,"1,138,000",839.59,"1,355",17 Apr 2020,10 WHAMPOA EAST #06-27,Resale,Strata,78,"14,590",-,Condominium,1,99 yrs from 11/07/2011,2016,HDB,338521,12,33,Central Region,Kallang
HAIG APARTMENTS,"928,000",850.36,"1,091",17 Apr 2020,185 HAIG ROAD #03-01,Resale,Strata,79,"11,747",-,Apartment,1,Freehold,1991,HDB,438782,15,43,Central Region,Marine Parade
RIVERFRONT RESIDENCES,"689,000",581.26,"1,185",17 Apr 2020,47 HOUGANG AVENUE 7 #17-36,New Sale,Strata,54,"12,759",-,Apartment,1,99 yrs from 31/05/2018,Uncompleted,N.A,533816,19,53,North East Region,Hougang
THOMSON 800,"1,918,000","1,420.85","1,350",17 Apr 2020,802 THOMSON ROAD #05-05,Resale,Strata,132,"14,530",-,Condominium,1,Freehold,1999,Private,298187,11,29,Central Region,Toa Payoh
RIVERPARC RESIDENCE,"930,000","1,076.4",864,17 Apr 2020,102 PUNGGOL DRIVE #07-28,Resale,Strata,100,"9,300",-,Executive Condominium,1,99 yrs from 27/12/2010,2014,HDB,828800,19,82,North East Region,Punggol
HILLION RESIDENCES,"2,700,000","2,615.65","1,032",17 Apr 2020,10 JELEBU ROAD #22-15,Resale,Strata,243,"11,111",-,Apartment,1,99 yrs from 04/01/2013,2017,Private,677672,23,67,West Region,Bukit Panjang
REZI 24,"837,300",505.91,"1,655",17 Apr 2020,39 LORONG 24 GEYLANG #06-19,New Sale,Strata,47,"17,815",-,Apartment,1,Freehold,Uncompleted,Private,398636,14,39,Central Region,Geylang
WINDSOR PARK ESTATE,"21,680,000","21,092.06","1,028",17 Apr 2020,53 WINDSOR PARK ROAD,Resale,Land,"1,959.5","11,064",-,Detached House,1,Freehold,-,N.A,574156,20,57,Central Region,Bishan
YISHUN SAPPHIRE,"835,000","1,184.04",705,17 Apr 2020,46 CANBERRA DRIVE #09-12,Resale,Strata,110,"7,591",-,Condominium,1,99 yrs from 16/02/1998,2001,HDB,768436,27,76,North Region,Yishun
OASIS @ ELIAS,"788,000",979.52,804,17 Apr 2020,62 ELIAS ROAD #15-07,Resale,Strata,91,"8,659",-,Condominium,1,99 yrs from 17/03/2008,2011,HDB,519939,18,51,East Region,Pasir Ris
TREASURE AT TAMPINES,"961,000",678.13,"1,417",18 Apr 2020,47 TAMPINES LANE #05-157,New Sale,Strata,63,"15,254",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528462,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,131,000",914.94,"1,236",18 Apr 2020,49 TAMPINES LANE #03-167,New Sale,Strata,85,"13,306",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,N.A,528461,18,52,East Region,Tampines
JADESCAPE,"961,000",527.44,"1,822",18 Apr 2020,4 SHUNFU ROAD #23-15,New Sale,Strata,49,"19,612",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575743,20,57,Central Region,Bishan
THE GARDEN RESIDENCES,"1,470,000",904.18,"1,626",18 Apr 2020,9 SERANGOON NORTH VIEW #11-38,New Sale,Strata,84,"17,500",-,Apartment,1,99 yrs from 30/10/2017,Uncompleted,Private,554347,19,55,North East Region,Serangoon
PARC ESTA,"1,232,000",742.72,"1,659",18 Apr 2020,902 SIMS AVENUE #02-11,New Sale,Strata,69,"17,855",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,Private,408967,14,40,Central Region,Geylang
PARC ESTA,"1,610,000",958,"1,681",19 Apr 2020,900 SIMS AVENUE #13-08,New Sale,Strata,89,"18,090",-,Apartment,1,99 yrs from 12/07/2018,Uncompleted,HDB,408966,14,40,Central Region,Geylang
N.A.,"3,800,000","4,035.42",942,20 Apr 2020,1D JUBILEE ROAD,Resale,Land,374.9,"10,136",-,Terrace House,1,Freehold,1982,HDB,128522,05,12,West Region,Clementi
THE PALETTE,"876,000",968.76,904,20 Apr 2020,111 PASIR RIS GROVE #01-27,Resale,Strata,90,"9,733",-,Condominium,1,99 yrs from 20/10/2010,2015,Private,518170,18,51,East Region,Pasir Ris
STIRLING RESIDENCES,"1,201,000",624.31,"1,924",20 Apr 2020,21 STIRLING ROAD #32-04,New Sale,Strata,58,"20,707",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,N.A,148960,03,14,Central Region,Queenstown
BOATHOUSE RESIDENCES,"985,000","1,076.4",915,20 Apr 2020,33 UPPER SERANGOON VIEW #01-24,Resale,Strata,100,"9,850",-,Condominium,1,99 yrs from 09/02/2011,2015,N.A,534042,19,53,North East Region,Hougang
MARINA ONE RESIDENCES,"1,736,222",753.48,"2,304",20 Apr 2020,23 MARINA WAY #28-30,Resale,Strata,70,"24,803",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
DEDAP GARDENS,"4,850,000","4,557.48","1,064",20 Apr 2020,11 DEDAP PLACE,Resale,Land,423.4,"11,455",-,Semi-Detached House,1,999 yrs from 01/01/1879,1991,Private,809510,28,80,North East Region,Serangoon
SUMMERDALE,"970,000","1,399.32",693,20 Apr 2020,10 BOON LAY DRIVE #04-28,Resale,Strata,130,"7,462",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,HDB,649929,22,64,West Region,Jurong West
MIDTOWN RESIDENCES,"650,000",441.32,"1,473",20 Apr 2020,1189 UPPER SERANGOON ROAD #06-17,Resale,Strata,41,"15,854",-,Apartment,1,99 yrs from 24/01/2013,2016,HDB,534785,19,53,North East Region,Hougang
PARC VERA,"1,100,000","1,140.98",964,20 Apr 2020,10 HOUGANG STREET 32 #15-24,Resale,Strata,106,"10,377",-,Condominium,1,99 yrs from 20/12/2010,2014,HDB,534037,19,53,North East Region,Hougang
THE MILTONIA RESIDENCES,"680,000",839.59,810,20 Apr 2020,534 MILTONIA CLOSE #03-36,Resale,Strata,78,"8,718",-,Condominium,1,99 yrs from 30/11/2010,2014,Private,768111,27,76,North Region,Yishun
THOMSON IMPRESSIONS,"765,000",462.85,"1,653",20 Apr 2020,3 LORONG PUNTONG #17-10,Resale,Strata,43,"17,791",-,Apartment,1,99 yrs from 12/01/2015,2018,Private,576444,20,57,Central Region,Bishan
THE SAIL @ MARINA BAY,"1,080,000",667.37,"1,618",20 Apr 2020,2 MARINA BOULEVARD #35-11,Resale,Strata,62,"17,419",-,Apartment,1,99 yrs from 12/08/2002,2008,HDB,018987,01,01,Central Region,Downtown Core
THE BENCOOLEN,"1,150,000",958,"1,200",20 Apr 2020,180A BENCOOLEN STREET #09-06,Resale,Strata,89,"12,921",-,Apartment,1,99 yrs from 24/06/1995,1999,Private,189647,07,18,Central Region,Rochor
WOODGROVE ESTATE,"1,880,000","2,623.19",717,20 Apr 2020,42 CEDARWOOD GROVE,Resale,Land,243.7,"7,714",-,Terrace House,1,99 yrs from 01/09/1993,1996,Private,738410,25,73,North Region,Woodlands
VERDURE,"1,830,000","1,065.64","1,717",20 Apr 2020,63 HOLLAND ROAD #02-12,Resale,Strata,99,"18,485",-,Condominium,1,Freehold,2012,Private,258887,10,25,Central Region,Tanglin
TRILIGHT,"2,300,000","1,162.51","1,978",20 Apr 2020,7 NEWTON ROAD #28-05,Resale,Strata,108,"21,296",-,Condominium,1,Freehold,2012,HDB,307945,11,30,Central Region,Novena
VALLEY PARK,"2,750,000","1,700.71","1,617",21 Apr 2020,475 RIVER VALLEY ROAD #18-03,Resale,Strata,158,"17,405",-,Condominium,1,999 yrs from 21/06/1877,1997,Private,248360,10,24,Central Region,Tanglin
MAYFAIR MODERN,"978,000",516.67,"1,893",21 Apr 2020,6 RIFLE RANGE ROAD #05-19,New Sale,Strata,48,"20,375",-,Condominium,1,99 yrs from 18/09/2018,Uncompleted,HDB,588375,21,58,Central Region,Bukit Timah
THE SIERRA,"1,050,000",667.37,"1,573",21 Apr 2020,80 MOUNT SINAI DRIVE #11-05,Resale,Strata,62,"16,935",-,Apartment,1,947 yrs from 15/05/1937,1998,Private,277125,10,27,Central Region,Bukit Timah
KOPAR AT NEWTON,"1,222,000",516.67,"2,365",21 Apr 2020,6 MAKEWAY AVENUE #08-05,New Sale,Strata,48,"25,458",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
ARTRA,"2,105,900","1,044.11","2,017",21 Apr 2020,10 ALEXANDRA VIEW #40-10,New Sale,Strata,97,"21,710",-,Apartment,1,99 yrs from 15/02/2016,Uncompleted,N.A,158745,03,15,Central Region,Bukit Merah
AUSTVILLE RESIDENCES,"930,000","1,022.58",909,21 Apr 2020,21 SENGKANG EAST AVENUE #08-25,Resale,Strata,95,"9,789",-,Executive Condominium,1,99 yrs from 24/08/2010,2014,HDB,544809,19,54,North East Region,Sengkang
MIDTOWN RESIDENCES,"861,168",688.9,"1,250",21 Apr 2020,1189 UPPER SERANGOON ROAD #06-18,Resale,Strata,64,"13,456",-,Apartment,1,99 yrs from 24/01/2013,2016,Private,534785,19,53,North East Region,Hougang
WATERCOLOURS,"1,000,000","1,334.74",749,21 Apr 2020,27 PASIR RIS LINK #02-16,Resale,Strata,124,"8,065",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,HDB,518151,18,51,East Region,Pasir Ris
N.A.,"1,350,000","1,237.86","1,091",21 Apr 2020,12 SIMON LANE,Resale,Strata,115,"11,739",-,Terrace House,1,Freehold,1995,Private,546032,19,54,North East Region,Hougang
OPERA ESTATE,"3,540,000","1,740.54","2,034",21 Apr 2020,22 METROPOLE DRIVE,Resale,Land,161.7,"21,892",-,Terrace House,1,Freehold,-,Private,456699,15,45,East Region,Bedok
PATERSON LINC,"1,750,000",818.06,"2,139",21 Apr 2020,20 PATERSON ROAD #08-04,Resale,Strata,76,"23,026",-,Apartment,1,Freehold,2010,N.A,238509,09,23,Central Region,River Valley
LINCOLN SUITES,"4,500,000","2,723.29","1,652",21 Apr 2020,1 KHIANG GUAN AVENUE #27-02,Resale,Strata,253,"17,787",-,Condominium,1,Freehold,2014,Private,308380,11,30,Central Region,Novena
N.A.,"4,250,000","3,639.31","1,168",21 Apr 2020,77 JALAN PEMIMPIN,Resale,Land,338.1,"12,570",-,Semi-Detached House,1,Freehold,1980,Private,577228,20,57,Central Region,Bishan
NEPTUNE COURT,"1,580,000","1,636.13",966,21 Apr 2020,1 MARINE VISTA #19-83,Resale,Strata,152,"10,395",-,Apartment,1,99 yrs from 01/11/1975,1975,Private,449025,15,44,East Region,Bedok
MERAPRIME,"1,550,000","1,097.93","1,412",21 Apr 2020,301 JALAN BUKIT HO SWEE #23-06,Resale,Strata,102,"15,196",-,Condominium,1,99 yrs from 20/06/2003,2006,HDB,169568,03,16,Central Region,Bukit Merah
BLOSSOM RESIDENCES,"900,000",968.76,929,21 Apr 2020,30 SEGAR ROAD #15-09,Resale,Strata,90,"10,000",-,Executive Condominium,1,99 yrs from 02/03/2011,2014,HDB,677721,23,67,West Region,Bukit Panjang
THE ARCADIA,"3,680,000","3,821.22",963,21 Apr 2020,237 ARCADIA ROAD #02-04,Resale,Strata,355,"10,366",-,Condominium,1,99 yrs from 17/08/1979,1983,Private,289844,11,28,Central Region,Bukit Timah
HIGH PARK RESIDENCES,"600,000",484.38,"1,239",21 Apr 2020,25 FERNVALE ROAD #02-20,Resale,Strata,45,"13,333",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797639,28,79,North East Region,Sengkang
RIVERSOUND RESIDENCE,"958,000","1,065.64",899,21 Apr 2020,9A SENGKANG EAST AVENUE #04-33,Resale,Strata,99,"9,677",-,Condominium,1,99 yrs from 26/08/2011,2015,Private,544743,19,54,North East Region,Sengkang
MARINA ONE RESIDENCES,"1,608,503",731.95,"2,198",22 Apr 2020,23 MARINA WAY #05-23,Resale,Strata,68,"23,654",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
KENT RIDGE HILL RESIDENCES,"947,000",645.84,"1,466",22 Apr 2020,50A SOUTH BUONA VISTA ROAD #05-11,New Sale,Strata,60,"15,783",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,N.A,118179,05,11,Central Region,Queenstown
TREASURE AT TAMPINES,"703,000",462.85,"1,519",22 Apr 2020,39 TAMPINES LANE #12-125,New Sale,Strata,43,"16,349",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528466,18,52,East Region,Tampines
THE ORCHARD RESIDENCES,"5,750,000","2,174.33","2,644",22 Apr 2020,238 ORCHARD BOULEVARD #40-08,Resale,Strata,202,"28,465",-,Apartment,1,99 yrs from 13/03/2006,2010,Private,237973,09,23,Central Region,Orchard
PARC CLEMATIS,"1,690,000","1,044.11","1,619",22 Apr 2020,8C JALAN LEMPENG #06-39,New Sale,Strata,97,"17,423",-,Apartment,1,99 yrs from 08/08/2019,Uncompleted,N.A,128825,05,12,West Region,Clementi
N.A.,"3,780,000","1,838.49","2,056",22 Apr 2020,342 ONAN ROAD,Resale,Land,170.8,"22,131",-,Terrace House,1,Freehold,-,HDB,424734,15,42,Central Region,Marine Parade
KERRISDALE,"1,700,000","1,485.43","1,144",22 Apr 2020,36 STURDEE ROAD #18-13,Resale,Strata,138,"12,319",-,Condominium,1,99 yrs from 02/04/1998,2005,Private,207855,08,20,Central Region,Kallang
SHAN GATE APARTMENTS,"1,368,000","1,248.62","1,096",22 Apr 2020,2 SHAN ROAD #10-03,Resale,Strata,116,"11,793",-,Apartment,1,Freehold,1991,Private,328103,12,32,Central Region,Novena
REGENTVILLE,"820,000","1,076.4",762,22 Apr 2020,10 HOUGANG STREET 92 #06-02,Resale,Strata,100,"8,200",-,Apartment,1,99 yrs from 24/04/1996,1999,HDB,538687,19,53,North East Region,Hougang
NAUNG RESIDENCE,"728,000",538.2,"1,353",22 Apr 2020,1 JALAN NAUNG #04-03,Resale,Strata,50,"14,560",-,Apartment,1,999 yrs from 19/02/1883,2015,HDB,537670,19,53,North East Region,Hougang
N.A.,"2,580,000","1,661.96","1,552",22 Apr 2020,102 JOO CHIAT AVENUE,Resale,Land,154.4,"16,710",-,Terrace House,1,Freehold,1964,HDB,428205,15,42,East Region,Bedok
MARINA ONE RESIDENCES,"1,642,113",742.72,"2,211",22 Apr 2020,23 MARINA WAY #14-20,Resale,Strata,69,"23,799",-,Apartment,1,99 yrs from 01/07/2011,2017,Private,018979,01,01,Central Region,Downtown Core
THE ORCHARD RESIDENCES,"5,750,000","2,174.33","2,644",22 Apr 2020,238 ORCHARD BOULEVARD #42-08,Resale,Strata,202,"28,465",-,Apartment,1,99 yrs from 13/03/2006,2010,Private,237973,09,23,Central Region,Orchard
N.A.,"7,010,000","2,983.78","2,349",22 Apr 2020,18A GREENVIEW CRESCENT,Resale,Land,277.2,"25,289",-,Semi-Detached House,1,Freehold,2019,Private,289345,11,28,Central Region,Bukit Timah
TREASURE AT TAMPINES,"833,000",592.02,"1,407",23 Apr 2020,3 TAMPINES LANE #09-13,New Sale,Strata,55,"15,145",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528483,18,52,East Region,Tampines
HILLCREST ARCADIA,"1,040,000",914.94,"1,137",23 Apr 2020,257 ARCADIA ROAD #01-03,Resale,Strata,85,"12,235",-,Condominium,1,99 yrs from 01/12/1975,1980,HDB,289851,11,28,Central Region,Bukit Timah
THE TAPESTRY,"686,340",441.32,"1,555",23 Apr 2020,61 TAMPINES STREET 86 #13-45,New Sale,Strata,41,"16,740",-,Condominium,1,99 yrs from 31/07/2017,Uncompleted,N.A,528510,18,52,East Region,Tampines
FOUR SEASONS PARK,"7,850,000","2,873.99","2,731",23 Apr 2020,8 CUSCADEN WALK #09-02,Resale,Strata,267,"29,401",-,Condominium,1,Freehold,1994,Private,249692,10,24,Central Region,River Valley
VERSILIA ON HAIG,"1,900,000","1,313.21","1,447",23 Apr 2020,33 IPOH LANE #04-08,Resale,Strata,122,"15,574",-,Condominium,1,Freehold,2010,HDB,438641,15,43,Central Region,Geylang
STRATFORD COURT,"1,200,000","1,872.94",641,23 Apr 2020,41A BEDOK RIA CRESCENT #04-39,Resale,Strata,174,"6,897",-,Condominium,1,99 yrs from 23/06/1995,1998,HDB,489929,16,48,East Region,Bedok
THE SEAFRONT ON MEYER,"3,350,000","1,603.84","2,089",23 Apr 2020,59 MEYER ROAD #21-11,Resale,Strata,149,"22,483",-,Condominium,1,Freehold,2010,Private,437880,15,43,Central Region,Marine Parade
RIVERVALE CREST,"860,000","1,184.04",726,23 Apr 2020,7 RIVERVALE CRESCENT #12-14,Resale,Strata,110,"7,818",-,Apartment,1,99 yrs from 06/12/1997,2002,Private,545085,19,54,North East Region,Sengkang
FABER CREST,"1,120,000","1,248.62",897,23 Apr 2020,50F FABER HEIGHTS #04-35,Resale,Strata,116,"9,655",-,Condominium,1,99 yrs from 12/06/1996,2001,Private,129200,05,12,West Region,Clementi
AVILA GARDENS,"1,500,000","1,754.53",855,23 Apr 2020,11 FLORA ROAD #03-03,Resale,Strata,163,"9,202",-,Condominium,1,Freehold,1995,Private,509732,17,50,East Region,Pasir Ris
LUXUS HILLS,"3,328,000","1,614.6","2,061",23 Apr 2020,10 LUXUS HILL VIEW,Resale,Land,150,"22,187",-,Terrace House,1,999 yrs from 01/01/1879,2020,Private,804494,28,80,North East Region,Serangoon
PARC SOMME,"570,000",355.21,"1,605",23 Apr 2020,62 SOMME ROAD #06-02,Resale,Strata,33,"17,273",-,Apartment,1,99 yrs from 06/05/2008,2012,Private,207877,08,20,Central Region,Kallang
PARC SOMME,"518,000",344.45,"1,504",24 Apr 2020,62 SOMME ROAD #03-05,Resale,Strata,32,"16,188",-,Apartment,1,99 yrs from 06/05/2008,2012,HDB,207877,08,20,Central Region,Kallang
SENNETT ESTATE,"3,900,000","2,425.13","1,608",24 Apr 2020,6 PUAY HEE AVENUE,Resale,Land,225.3,"17,310",-,Semi-Detached House,1,Freehold,2009,Private,348108,13,34,Central Region,Toa Payoh
RIVERSAILS,"1,150,000","1,065.64","1,079",24 Apr 2020,18 UPPER SERANGOON CRESCENT #13-47,Resale,Strata,99,"11,616",-,Condominium,1,99 yrs from 07/12/2011,2016,Private,534027,19,53,North East Region,Hougang
THE CENTRIS,"1,370,000","1,237.86","1,107",24 Apr 2020,79 JURONG WEST CENTRAL 3 #08-33,Resale,Strata,115,"11,913",-,Apartment,1,99 yrs from 21/06/2006,2009,Private,648339,22,64,West Region,Jurong West
KENT RIDGE HILL RESIDENCES,"1,000,000",613.55,"1,630",24 Apr 2020,68 SOUTH BUONA VISTA ROAD #01-84,New Sale,Strata,57,"17,544",-,Apartment,1,99 yrs from 10/11/2018,Uncompleted,N.A,117328,05,11,Central Region,Queenstown
ARDMORE PARK,"27,650,000","8,740.37","3,163",24 Apr 2020,15 ARDMORE PARK #29-03,Resale,Strata,812,"34,052",-,Condominium,1,Freehold,2001,Private,259959,10,25,Central Region,Newton
LAGUNA 88,"1,400,000","2,088.22",670,24 Apr 2020,46 EASTWOOD ROAD #04-07,Resale,Strata,194,"7,216",-,Condominium,1,99 yrs from 06/11/1995,2000,N.A,486356,16,48,East Region,Bedok
KOPAR AT NEWTON,"2,300,000","1,054.87","2,180",24 Apr 2020,6 MAKEWAY AVENUE #07-07,New Sale,Strata,98,"23,469",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,N.A,228606,09,22,Central Region,Novena
RAFFLESIA CONDOMINIUM,"1,050,000",914.94,"1,148",24 Apr 2020,33 BISHAN STREET 21 #18-12,Resale,Strata,85,"12,353",-,Condominium,1,99 yrs from 18/07/1997,2003,Private,579801,20,57,Central Region,Bishan
THE FLORENCE RESIDENCES,"1,031,000",721.19,"1,430",24 Apr 2020,81 HOUGANG AVENUE 2 #03-03,New Sale,Strata,67,"15,388",-,Apartment,1,99 yrs from 24/12/2018,Uncompleted,N.A,538859,19,53,North East Region,Hougang
ROSEWOOD SUITES,"1,155,000","1,517.72",761,24 Apr 2020,63 ROSEWOOD DRIVE #03-20,Resale,Strata,141,"8,191",-,Condominium,1,99 yrs from 25/02/2008,2011,Private,737874,25,73,North Region,Woodlands
WATERCOLOURS,"675,000",742.72,909,24 Apr 2020,21 PASIR RIS LINK #04-05,Resale,Strata,69,"9,783",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518168,18,51,East Region,Pasir Ris
THE AMBIENCE,"2,200,000","3,670.52",599,24 Apr 2020,221G PONGGOL SEVENTEENTH AVENUE,Resale,Strata,341,"6,452",-,Detached House,1,999 yrs from 01/05/1874,2009,HDB,829753,19,82,North East Region,Punggol
LAKEHOLMZ,"1,260,000","1,506.96",836,24 Apr 2020,80 CORPORATION ROAD #10-01,Resale,Strata,140,"9,000",-,Condominium,1,99 yrs from 29/10/2001,2005,HDB,649819,22,64,West Region,Jurong West
WATERCOLOURS,"735,000",914.94,803,24 Apr 2020,27 PASIR RIS LINK #04-15,Resale,Strata,85,"8,647",-,Executive Condominium,1,99 yrs from 10/01/2012,2014,Private,518151,18,51,East Region,Pasir Ris
WATERTOWN,"1,638,000","1,119.46","1,463",24 Apr 2020,65 PUNGGOL CENTRAL #04-09,Resale,Strata,104,"15,750",-,Apartment,1,99 yrs from 18/05/2011,2017,HDB,828842,19,82,North East Region,Punggol
ALANA,"2,238,542","2,755.58",812,24 Apr 2020,146 SUNRISE TERRACE,Resale,Strata,256,"8,744",-,Terrace House,1,103 yrs from 12/08/2013,2018,HDB,804550,28,80,North East Region,Ang Mo Kio
FOREST HILLS CONDOMINIUM,"970,000","1,367.03",710,24 Apr 2020,31 TRANSIT ROAD #01-24,Resale,Strata,127,"7,638",-,Condominium,1,99 yrs from 10/02/2000,2003,HDB,778893,26,77,North Region,Yishun
WOLSKEL LODGE,"1,850,000","2,508.01",738,24 Apr 2020,97 WOLSKEL ROAD,Resale,Strata,233,"7,940",-,Terrace House,1,Freehold,1997,HDB,357991,13,35,North East Region,Serangoon
SELETAR HILLS ESTATE,"5,000,000","3,579.03","1,397",24 Apr 2020,65 JALAN REDOP,Resale,Land,332.5,"15,038",-,Semi-Detached House,1,999 yrs from 01/01/1879,-,Private,808611,28,80,North East Region,Serangoon
KOPAR AT NEWTON,"1,447,000",613.55,"2,358",24 Apr 2020,8 MAKEWAY AVENUE #08-09,New Sale,Strata,57,"25,386",-,Apartment,1,99 yrs from 22/04/2019,Uncompleted,HDB,228607,09,22,Central Region,Novena
