Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
MIDTOWN MODERN,"1,241,460",473.62,"2,621",19 Mar 2021,16 TAN QUEE LAN STREET #11-05,New Sale,Strata,44,"28,215",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,237,500",473.62,"2,613",19 Mar 2021,16 TAN QUEE LAN STREET #10-05,New Sale,Strata,44,"28,125",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,253,340",473.62,"2,646",19 Mar 2021,16 TAN QUEE LAN STREET #14-05,New Sale,Strata,44,"28,485",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,267,200",473.62,"2,676",19 Mar 2021,16 TAN QUEE LAN STREET #16-05,New Sale,Strata,44,"28,800",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,222,650",473.62,"2,582",19 Mar 2021,16 TAN QUEE LAN STREET #06-05,New Sale,Strata,44,"27,788",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,230,570",473.62,"2,598",19 Mar 2021,16 TAN QUEE LAN STREET #08-05,New Sale,Strata,44,"27,968",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,306,800",473.62,"2,759",19 Mar 2021,16 TAN QUEE LAN STREET #03-05,New Sale,Strata,44,"29,700",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,245,420",473.62,"2,630",19 Mar 2021,16 TAN QUEE LAN STREET #12-05,New Sale,Strata,44,"28,305",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,463,120","1,065.64","2,311",19 Mar 2021,16 TAN QUEE LAN STREET #07-06,New Sale,Strata,99,"24,880",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,450,250","1,065.64","2,299",19 Mar 2021,16 TAN QUEE LAN STREET #06-06,New Sale,Strata,99,"24,750",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,673,000","1,065.64","2,508",19 Mar 2021,16 TAN QUEE LAN STREET #20-06,New Sale,Strata,99,"27,000",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"14,830,200","3,519.83","4,213",19 Mar 2021,16 TAN QUEE LAN STREET #30-07,New Sale,Strata,327,"45,352",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"3,738,240","1,442.38","2,592",19 Mar 2021,16 TAN QUEE LAN STREET #10-07,New Sale,Strata,134,"27,897",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,644,290","1,065.64","2,481",19 Mar 2021,16 TAN QUEE LAN STREET #09-08,New Sale,Strata,99,"26,710",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,813,580","1,065.64","2,640",19 Mar 2021,16 TAN QUEE LAN STREET #18-08,New Sale,Strata,99,"28,420",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,768,140",721.19,"2,452",19 Mar 2021,16 TAN QUEE LAN STREET #10-09,New Sale,Strata,67,"26,390",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,791,900",721.19,"2,485",19 Mar 2021,16 TAN QUEE LAN STREET #12-09,New Sale,Strata,67,"26,745",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,878,030",721.19,"2,604",19 Mar 2021,16 TAN QUEE LAN STREET #18-09,New Sale,Strata,67,"28,030",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,891,890",721.19,"2,623",19 Mar 2021,16 TAN QUEE LAN STREET #19-09,New Sale,Strata,67,"28,237",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,221,560",721.19,"3,080",19 Mar 2021,16 TAN QUEE LAN STREET #30-09,New Sale,Strata,67,"33,158",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,728,540",721.19,"2,397",19 Mar 2021,16 TAN QUEE LAN STREET #07-09,New Sale,Strata,67,"25,799",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,745,370",721.19,"2,420",19 Mar 2021,16 TAN QUEE LAN STREET #08-09,New Sale,Strata,67,"26,050",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,780,020",721.19,"2,468",19 Mar 2021,16 TAN QUEE LAN STREET #11-09,New Sale,Strata,67,"26,567",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,772,100",721.19,"2,457",19 Mar 2021,16 TAN QUEE LAN STREET #03-09,New Sale,Strata,67,"26,449",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,829,520",721.19,"2,537",19 Mar 2021,16 TAN QUEE LAN STREET #15-09,New Sale,Strata,67,"27,306",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,957,230",721.19,"2,714",19 Mar 2021,16 TAN QUEE LAN STREET #23-09,New Sale,Strata,67,"29,212",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,923,570",721.19,"2,667",19 Mar 2021,16 TAN QUEE LAN STREET #21-09,New Sale,Strata,67,"28,710",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,756,260",721.19,"2,435",19 Mar 2021,16 TAN QUEE LAN STREET #09-09,New Sale,Strata,67,"26,213",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,907,730",721.19,"2,645",19 Mar 2021,16 TAN QUEE LAN STREET #20-09,New Sale,Strata,67,"28,474",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,815,660",721.19,"2,518",19 Mar 2021,16 TAN QUEE LAN STREET #14-09,New Sale,Strata,67,"27,099",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,803,780",721.19,"2,501",19 Mar 2021,16 TAN QUEE LAN STREET #13-09,New Sale,Strata,67,"26,922",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,786,950",721.19,"2,478",19 Mar 2021,16 TAN QUEE LAN STREET #05-09,New Sale,Strata,67,"26,671",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,717,650",721.19,"2,382",19 Mar 2021,16 TAN QUEE LAN STREET #06-09,New Sale,Strata,67,"25,637",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,939,410",721.19,"2,689",19 Mar 2021,16 TAN QUEE LAN STREET #22-09,New Sale,Strata,67,"28,946",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,777,050",721.19,"2,464",19 Mar 2021,16 TAN QUEE LAN STREET #04-09,New Sale,Strata,67,"26,523",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188144,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,240,470",409.03,"3,033",19 Mar 2021,18 TAN QUEE LAN STREET #08-11,New Sale,Strata,38,"32,644",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,229,580",409.03,"3,006",19 Mar 2021,18 TAN QUEE LAN STREET #07-11,New Sale,Strata,38,"32,357",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,185,030",409.03,"2,897",19 Mar 2021,18 TAN QUEE LAN STREET #08-13,New Sale,Strata,38,"31,185",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,174,140",409.03,"2,871",19 Mar 2021,18 TAN QUEE LAN STREET #07-13,New Sale,Strata,38,"30,898",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,231,560",409.03,"3,011",19 Mar 2021,18 TAN QUEE LAN STREET #14-13,New Sale,Strata,38,"32,409",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,215,720",409.03,"2,972",19 Mar 2021,18 TAN QUEE LAN STREET #12-13,New Sale,Strata,38,"31,993",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,199,880",409.03,"2,933",19 Mar 2021,18 TAN QUEE LAN STREET #10-13,New Sale,Strata,38,"31,576",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,223,640",409.03,"2,992",19 Mar 2021,18 TAN QUEE LAN STREET #13-13,New Sale,Strata,38,"32,201",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,191,960",409.03,"2,914",19 Mar 2021,18 TAN QUEE LAN STREET #09-13,New Sale,Strata,38,"31,367",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,241,460",409.03,"3,035",19 Mar 2021,18 TAN QUEE LAN STREET #15-13,New Sale,Strata,38,"32,670",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,250,370",473.62,"2,640",19 Mar 2021,18 TAN QUEE LAN STREET #08-14,New Sale,Strata,44,"28,418",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,239,480",473.62,"2,617",19 Mar 2021,18 TAN QUEE LAN STREET #07-14,New Sale,Strata,44,"28,170",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,232,550",473.62,"2,602",19 Mar 2021,18 TAN QUEE LAN STREET #06-14,New Sale,Strata,44,"28,013",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,257,300",473.62,"2,655",19 Mar 2021,18 TAN QUEE LAN STREET #09-14,New Sale,Strata,44,"28,575",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,260,270",473.62,"2,661",19 Mar 2021,18 TAN QUEE LAN STREET #08-15,New Sale,Strata,44,"28,643",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,296,900",473.62,"2,738",19 Mar 2021,18 TAN QUEE LAN STREET #03-15,New Sale,Strata,44,"29,475",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,249,380",473.62,"2,638",19 Mar 2021,18 TAN QUEE LAN STREET #07-15,New Sale,Strata,44,"28,395",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,242,450",473.62,"2,623",19 Mar 2021,18 TAN QUEE LAN STREET #06-15,New Sale,Strata,44,"28,238",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,351,350",473.62,"2,853",19 Mar 2021,18 TAN QUEE LAN STREET #18-15,New Sale,Strata,44,"30,713",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,267,200",473.62,"2,676",19 Mar 2021,18 TAN QUEE LAN STREET #09-15,New Sale,Strata,44,"28,800",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"5,626,170","1,808.35","3,111",19 Mar 2021,18 TAN QUEE LAN STREET #23-17,New Sale,Strata,168,"33,489",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,959,210",721.19,"2,717",19 Mar 2021,18 TAN QUEE LAN STREET #22-18,New Sale,Strata,67,"29,242",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,737,450",721.19,"2,409",19 Mar 2021,18 TAN QUEE LAN STREET #06-18,New Sale,Strata,67,"25,932",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,046,330",721.19,"2,837",19 Mar 2021,18 TAN QUEE LAN STREET #26-18,New Sale,Strata,67,"30,542",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,791,900",721.19,"2,485",19 Mar 2021,18 TAN QUEE LAN STREET #03-18,New Sale,Strata,67,"26,745",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,748,340",721.19,"2,424",19 Mar 2021,18 TAN QUEE LAN STREET #07-18,New Sale,Strata,67,"26,095",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,877,040",721.19,"2,603",19 Mar 2021,18 TAN QUEE LAN STREET #17-18,New Sale,Strata,67,"28,016",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"2,020,590",721.19,"2,802",19 Mar 2021,18 TAN QUEE LAN STREET #25-18,New Sale,Strata,67,"30,158",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,787,940",721.19,"2,479",19 Mar 2021,18 TAN QUEE LAN STREET #10-18,New Sale,Strata,67,"26,686",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,977,030",721.19,"2,741",19 Mar 2021,18 TAN QUEE LAN STREET #23-18,New Sale,Strata,67,"29,508",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,765,170",721.19,"2,448",19 Mar 2021,18 TAN QUEE LAN STREET #08-18,New Sale,Strata,67,"26,346",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,811,700",721.19,"2,512",19 Mar 2021,18 TAN QUEE LAN STREET #12-18,New Sale,Strata,67,"27,040",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,849,320",721.19,"2,564",19 Mar 2021,18 TAN QUEE LAN STREET #15-18,New Sale,Strata,67,"27,602",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,776,060",721.19,"2,463",19 Mar 2021,18 TAN QUEE LAN STREET #09-18,New Sale,Strata,67,"26,508",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,835,460",721.19,"2,545",19 Mar 2021,18 TAN QUEE LAN STREET #14-18,New Sale,Strata,67,"27,395",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,796,850",721.19,"2,492",19 Mar 2021,18 TAN QUEE LAN STREET #04-18,New Sale,Strata,67,"26,819",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,863,180",721.19,"2,583",19 Mar 2021,18 TAN QUEE LAN STREET #16-18,New Sale,Strata,67,"27,809",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,897,830",721.19,"2,632",19 Mar 2021,18 TAN QUEE LAN STREET #18-18,New Sale,Strata,67,"28,326",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,823,580",721.19,"2,529",19 Mar 2021,18 TAN QUEE LAN STREET #13-18,New Sale,Strata,67,"27,218",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,618,650",635.08,"2,549",19 Mar 2021,18 TAN QUEE LAN STREET #04-19,New Sale,Strata,59,"27,435",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,669,140",635.08,"2,628",19 Mar 2021,18 TAN QUEE LAN STREET #10-19,New Sale,Strata,59,"28,291",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,N.A,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,646,370",635.08,"2,592",19 Mar 2021,18 TAN QUEE LAN STREET #08-19,New Sale,Strata,59,"27,905",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,657,260",635.08,"2,610",19 Mar 2021,18 TAN QUEE LAN STREET #09-19,New Sale,Strata,59,"28,089",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,629,540",635.08,"2,566",19 Mar 2021,18 TAN QUEE LAN STREET #07-19,New Sale,Strata,59,"27,619",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,613,700",635.08,"2,541",19 Mar 2021,18 TAN QUEE LAN STREET #03-19,New Sale,Strata,59,"27,351",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,Private,188105,07,18,Central Region,Downtown Core
MIDTOWN MODERN,"1,681,020",635.08,"2,647",19 Mar 2021,18 TAN QUEE LAN STREET #11-19,New Sale,Strata,59,"28,492",-,Apartment,1,99 yrs from 10/12/2019,Uncompleted,HDB,188105,07,18,Central Region,Downtown Core
CLAVON,"2,371,000","1,582.31","1,498",19 Mar 2021,6 CLEMENTI AVENUE 1 #06-05,New Sale,Strata,147,"16,129",-,Apartment,1,99 yrs from 07/10/2019,Uncompleted,HDB,129963,05,12,West Region,Clementi
THE REEF AT KING'S DOCK,"1,717,000",742.72,"2,312",19 Mar 2021,20 HARBOURFRONT AVENUE #01-57,New Sale,Strata,69,"24,884",-,Condominium,1,99 yrs from 12/01/2021,Uncompleted,HDB,098000,04,09,Central Region,Bukit Merah
PARC CENTRAL RESIDENCES,"1,340,000","1,205.57","1,112",19 Mar 2021,119 TAMPINES STREET 86 #06-02,New Sale,Strata,112,"11,964",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528513,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,336,000","1,119.46","1,193",19 Mar 2021,125 TAMPINES STREET 86 #10-15,New Sale,Strata,104,"12,846",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,HDB,528516,18,52,East Region,Tampines
PARC CENTRAL RESIDENCES,"1,195,000","1,054.87","1,133",19 Mar 2021,133 TAMPINES STREET 86 #07-30,New Sale,Strata,98,"12,194",-,Executive Condominium,1,99 yrs from 22/04/2019,Uncompleted,N.A,528448,18,52,East Region,Tampines
KI RESIDENCES AT BROOKVALE,"2,367,000","1,377.79","1,718",19 Mar 2021,14 BROOKVALE DRIVE #12-31,New Sale,Strata,128,"18,492",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599979,21,59,West Region,Clementi
