Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Address,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Completion Date,Purchaser Address Indicator,Postal Code,Postal District,Postal Sector,Planning Region,Planning Area
DE LENTE,"1,420,000",936.47,"1,516",16 Feb 2021,104 HOLLAND ROAD #03-05,Resale,Strata,87,"16,322",-,Apartment,1,Freehold,2002,Private,278547,10,27,Central Region,Bukit Timah
THE SEA VIEW,"3,200,000","1,646.89","1,943",16 Feb 2021,29 AMBER ROAD #13-01,Resale,Strata,153,"20,915",-,Condominium,1,Freehold,2008,Private,439942,15,43,Central Region,Marine Parade
N.A.,"30,880,000","15,826.31","1,951",16 Feb 2021,26B PEIRCE ROAD,Resale,Land,"1,470.3","21,003",-,Detached House,1,Freehold,2000,Private,248540,10,24,Central Region,Tanglin
ESPADA,"928,000",355.21,"2,613",16 Feb 2021,48 ST. THOMAS WALK #24-03,Resale,Strata,33,"28,121",-,Apartment,1,Freehold,2013,Private,238126,09,23,Central Region,River Valley
AFFINITY AT SERANGOON,"1,712,112","1,151.75","1,487",16 Feb 2021,22 SERANGOON NORTH AVENUE 1 #12-21,New Sale,Strata,107,"16,001",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554338,19,55,North East Region,Serangoon
AFFINITY AT SERANGOON,"1,611,112","1,076.4","1,497",16 Feb 2021,30 SERANGOON NORTH AVENUE 1 #03-65,New Sale,Strata,100,"16,111",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554342,19,55,North East Region,Serangoon
KI RESIDENCES AT BROOKVALE,"1,487,000",861.12,"1,727",16 Feb 2021,14 BROOKVALE DRIVE #05-29,New Sale,Strata,80,"18,588",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,Private,599979,21,59,West Region,Clementi
KI RESIDENCES AT BROOKVALE,"1,350,000",742.72,"1,818",16 Feb 2021,18 BROOKVALE DRIVE #11-37,New Sale,Strata,69,"19,565",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599981,21,59,West Region,Clementi
ROSEWOOD,"845,000","1,173.28",720,16 Feb 2021,11 ROSEWOOD DRIVE #08-21,Resale,Strata,109,"7,752",-,Condominium,1,99 yrs from 20/06/2000,2003,HDB,737939,25,73,North Region,Woodlands
CITYLIFE@TAMPINES,"1,210,000","1,108.69","1,091",16 Feb 2021,63 TAMPINES CENTRAL 7 #05-25,Resale,Strata,103,"11,748",-,Executive Condominium,1,99 yrs from 13/08/2012,2016,HDB,528596,18,52,East Region,Tampines
PARC RIVIERA,"688,000",462.85,"1,486",16 Feb 2021,103 WEST COAST VALE #16-14,Resale,Strata,43,"16,000",-,Condominium,1,99 yrs from 11/11/2015,2019,Private,126754,05,12,West Region,Clementi
VACANZA @ EAST,"1,550,000","1,259.39","1,231",16 Feb 2021,42 LENGKONG TUJOH #06-19,Resale,Strata,117,"13,248",-,Condominium,1,Freehold,2014,HDB,417394,14,41,East Region,Bedok
YEW MEI GREEN,"888,000","1,291.68",687,16 Feb 2021,56 CHOA CHU KANG NORTH 6 #07-36,Resale,Strata,120,"7,400",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,Private,689577,23,68,West Region,Choa Chu Kang
SELETAR HILLS ESTATE,"3,430,000","3,983.76",861,16 Feb 2021,54 JALAN KECHUBONG,Resale,Land,370.1,"9,268",-,Detached House,1,999 yrs from 01/01/1879,-,Private,799411,28,79,North East Region,Hougang
BARTLEY RIDGE,"1,088,000",721.19,"1,509",16 Feb 2021,32 MOUNT VERNON ROAD #14-09,Resale,Strata,67,"16,239",-,Condominium,1,99 yrs from 16/04/2012,2016,Private,368056,13,36,Central Region,Toa Payoh
QUEENS,"1,550,000","1,194.8","1,297",16 Feb 2021,16 STIRLING ROAD #21-16,Resale,Strata,111,"13,964",-,Condominium,1,99 yrs from 16/02/1998,2002,HDB,148957,03,14,Central Region,Queenstown
CABANA,"1,800,000","2,917.04",617,16 Feb 2021,135 SUNRISE TERRACE,Resale,Strata,271,"6,642",-,Terrace House,1,103 yrs from 23/04/2009,2013,Private,805386,28,80,North East Region,Ang Mo Kio
SEA HORIZON,"775,000",796.54,973,16 Feb 2021,1 PASIR RIS RISE #11-03,Resale,Strata,74,"10,473",-,Executive Condominium,1,99 yrs from 25/02/2013,2016,HDB,518080,18,51,East Region,Pasir Ris
THE SEA VIEW,"2,700,000","1,517.72","1,779",16 Feb 2021,29 AMBER ROAD #13-03,Resale,Strata,141,"19,149",-,Condominium,1,Freehold,2008,Private,439942,15,43,Central Region,Marine Parade
BALMORAL HEIGHTS,"2,158,800","1,162.51","1,857",16 Feb 2021,8 BALMORAL CRESCENT #07-02,Resale,Strata,108,"19,989",-,Apartment,1,Freehold,2004,HDB,259928,10,25,Central Region,Newton
WATERBANK AT DAKOTA,"1,083,000",624.31,"1,735",16 Feb 2021,82 DAKOTA CRESCENT #12-24,Resale,Strata,58,"18,672",-,Condominium,1,99 yrs from 07/12/2009,2013,HDB,399947,14,39,Central Region,Geylang
ONE SHENTON,"3,000,000","1,571.54","1,909",16 Feb 2021,1 SHENTON WAY #41-02,Resale,Strata,146,"20,548",-,Apartment,1,99 yrs from 14/10/2005,2011,Private,068803,01,06,Central Region,Downtown Core
D'LEEDON,"3,100,000","1,743.77","1,778",16 Feb 2021,9 LEEDON HEIGHTS #31-23,Resale,Strata,162,"19,136",-,Condominium,1,99 yrs from 08/04/2010,2014,Private,267954,10,26,Central Region,Bukit Timah
THE LAURELS,"1,350,000",548.96,"2,459",16 Feb 2021,38 CAIRNHILL ROAD #06-03,Resale,Strata,51,"26,471",-,Condominium,1,Freehold,2013,Private,229658,09,22,Central Region,Newton
MACPHERSON GARDEN ESTATE,"1,558,800",989.21,"1,576",16 Feb 2021,88 JALAN MULIA,Resale,Land,91.9,"16,962",-,Terrace House,1,Freehold,-,Private,368679,13,36,Central Region,Toa Payoh
MAPLE WOODS,"3,000,888","1,786.82","1,679",16 Feb 2021,989 BUKIT TIMAH ROAD #02-07,Resale,Strata,166,"18,078",-,Condominium,1,Freehold,1997,Private,589629,21,58,Central Region,Bukit Timah
THE METROPOLITAN CONDOMINIUM,"2,100,000","1,786.82","1,175",16 Feb 2021,6 ALEXANDRA VIEW #05-03,Resale,Strata,166,"12,651",-,Condominium,1,99 yrs from 17/02/2006,2009,HDB,158746,03,15,Central Region,Bukit Merah
SPRINGHILL,"1,560,000","3,013.92",518,16 Feb 2021,2 SEMBAWANG WALK #01-48,Resale,Strata,280,"5,571",-,Terrace House,1,99 yrs from 07/01/2002,2005,Private,757616,27,75,North Region,Sembawang
THE TAMPINES TRILLIANT,"925,800",871.88,"1,062",16 Feb 2021,13 TAMPINES CENTRAL 7 #06-07,Resale,Strata,81,"11,430",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528770,18,52,East Region,Tampines
PRIVE,"820,000",828.83,989,16 Feb 2021,37 PUNGGOL FIELD #04-31,Resale,Strata,77,"10,649",-,Executive Condominium,1,99 yrs from 14/09/2010,2013,HDB,828809,19,82,North East Region,Punggol
THE COAST AT SENTOSA COVE,"4,200,000","2,626.42","1,599",16 Feb 2021,278 OCEAN DRIVE #03-23,Resale,Strata,244,"17,213",-,Condominium,1,99 yrs from 11/04/2006,2009,Private,098450,04,09,Central Region,Southern Islands
WATERMARK ROBERTSON QUAY,"2,160,000","1,065.64","2,027",16 Feb 2021,5 RODYK STREET #08-22,Resale,Strata,99,"21,818",-,Apartment,1,Freehold,2008,Private,238214,09,23,Central Region,Singapore River
LAGOON VIEW,"1,570,000","1,646.89",953,16 Feb 2021,5000M MARINE PARADE ROAD #11-56,Resale,Strata,153,"10,261",-,Apartment,1,99 yrs from 15/11/1977,-,HDB,449294,15,44,East Region,Bedok
THE ROCHESTER RESIDENCES,"2,400,000","1,700.71","1,411",16 Feb 2021,33 ROCHESTER DRIVE #13-09,Resale,Strata,158,"15,190",-,Apartment,1,99 yrs from 02/02/2005,2011,Private,138638,05,13,Central Region,Queenstown
WATERFORD RESIDENCE,"1,830,000","1,044.11","1,753",16 Feb 2021,23 KIM YAM ROAD #07-11,Resale,Strata,97,"18,866",-,Apartment,1,999 yrs from 01/07/1841,2010,Private,239333,09,23,Central Region,River Valley
HILLTOPS,"5,300,000","1,711.48","3,097",16 Feb 2021,101 CAIRNHILL CIRCLE #05-14,Resale,Strata,159,"33,333",-,Condominium,1,Freehold,2011,Private,229809,09,22,Central Region,Newton
PLATINA GARDENS,"2,868,000","2,159.26","1,328",16 Feb 2021,34B PLATINA ROAD,Resale,Land,200.6,"14,297",-,Terrace House,1,Freehold,2013,Private,758651,27,75,North Region,Mandai
LA FIESTA,"1,630,000","1,367.03","1,192",16 Feb 2021,50 SENGKANG SQUARE #13-03,Resale,Strata,127,"12,835",-,Condominium,1,99 yrs from 03/09/2012,2016,Private,544830,19,54,North East Region,Sengkang
THE RAINFOREST,"960,000",947.23,"1,013",16 Feb 2021,335 CHOA CHU KANG AVENUE 3 #05-09,Resale,Strata,88,"10,909",-,Executive Condominium,1,99 yrs from 28/06/2011,2015,HDB,689871,23,68,West Region,Choa Chu Kang
SYMPHONY HEIGHTS,"1,230,000",968.76,"1,270",16 Feb 2021,41 HUME AVENUE #06-03,Resale,Strata,90,"13,667",-,Condominium,1,Freehold,1998,Private,598738,21,59,West Region,Bukit Batok
SHERWOOD CONDOMINIUM,"1,185,000",958,"1,237",16 Feb 2021,169 JALAN JURONG KECHIL #07-01,Resale,Strata,89,"13,315",-,Condominium,1,Freehold,1998,Private,598669,21,59,Central Region,Bukit Timah
JADESCAPE,"1,003,000",527.44,"1,902",17 Feb 2021,10 SHUNFU ROAD #13-38,New Sale,Strata,49,"20,469",-,Condominium,1,99 yrs from 19/06/2018,Uncompleted,Private,575746,20,57,Central Region,Bishan
STIRLING RESIDENCES,"3,200,000","1,959.05","1,633",17 Feb 2021,21 STIRLING ROAD #40-08,New Sale,Strata,182,"17,582",-,Apartment,1,99 yrs from 18/08/2017,Uncompleted,Private,148960,03,14,Central Region,Queenstown
PARK COLONIAL,"1,439,000",678.13,"2,122",17 Feb 2021,6 WOODLEIGH LANE #13-21,New Sale,Strata,63,"22,841",-,Condominium,1,99 yrs from 11/10/2017,Uncompleted,HDB,357687,13,35,Central Region,Toa Payoh
DAINTREE RESIDENCE,"1,741,640","1,054.87","1,651",17 Feb 2021,11F TOH TUCK ROAD #02-31,New Sale,Strata,98,"17,772",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596128,21,59,Central Region,Bukit Timah
DAINTREE RESIDENCE,"1,956,350","1,119.46","1,748",17 Feb 2021,11K TOH TUCK ROAD #01-55,New Sale,Strata,104,"18,811",-,Condominium,1,99 yrs from 17/07/2017,Uncompleted,HDB,596132,21,59,Central Region,Bukit Timah
TREASURE AT TAMPINES,"912,000",592.02,"1,540",17 Feb 2021,41 TAMPINES LANE #07-137,New Sale,Strata,55,"16,582",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,HDB,528465,18,52,East Region,Tampines
TREASURE AT TAMPINES,"1,420,000","1,033.34","1,374",17 Feb 2021,57 TAMPINES LANE #08-202,New Sale,Strata,96,"14,792",-,Condominium,1,99 yrs from 29/11/2018,Uncompleted,Private,528457,18,52,East Region,Tampines
NORMANTON PARK,"1,666,080",936.47,"1,779",17 Feb 2021,57 NORMANTON PARK #23-59,New Sale,Strata,87,"19,150",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,HDB,117284,05,11,Central Region,Queenstown
NORMANTON PARK,"861,018",495.14,"1,739",17 Feb 2021,61 NORMANTON PARK #06-80,New Sale,Strata,46,"18,718",-,Apartment,1,99 yrs from 22/07/2019,Uncompleted,N.A,117286,05,11,Central Region,Queenstown
VERTICUS,"926,000",441.32,"2,098",17 Feb 2021,3 JALAN KEMAMAN #13-07,New Sale,Strata,41,"22,585",-,Apartment,1,Freehold,Uncompleted,HDB,329343,12,32,Central Region,Novena
ONE HOLLAND VILLAGE RESIDENCES,"1,960,930",828.83,"2,366",17 Feb 2021,1 HOLLAND VILLAGE WAY #05-06,New Sale,Strata,77,"25,467",-,Apartment,1,99 yrs from 13/08/2018,Uncompleted,Private,275754,10,27,Central Region,Queenstown
OLA,"2,043,000","1,722.24","1,186",17 Feb 2021,70 ANCHORVALE CRESCENT #16-03,New Sale,Strata,160,"12,769",-,Executive Condominium,1,99 yrs from 14/12/2018,Uncompleted,N.A,544599,19,54,North East Region,Sengkang
FORETT AT BUKIT TIMAH,"1,970,000",968.76,"2,034",17 Feb 2021,34B TOH TUCK ROAD #05-54,New Sale,Strata,90,"21,889",-,Apartment,1,Freehold,Uncompleted,HDB,596113,21,59,Central Region,Bukit Timah
THE QUARTZ,"1,350,000","1,280.92","1,054",17 Feb 2021,63 COMPASSVALE BOW #17-27,Resale,Strata,119,"11,345",-,Condominium,1,99 yrs from 18/04/2005,2009,HDB,544990,19,54,North East Region,Sengkang
JEWEL @ BUANGKOK,"1,730,000","1,334.74","1,296",17 Feb 2021,85 COMPASSVALE BOW #15-19,Resale,Strata,124,"13,952",-,Condominium,1,99 yrs from 12/09/2012,2016,Private,544685,19,54,North East Region,Sengkang
THE SKYWOODS,"785,000",592.02,"1,326",17 Feb 2021,7 DAIRY FARM HEIGHTS #15-19,Resale,Strata,55,"14,273",-,Condominium,1,99 yrs from 21/12/2012,2016,HDB,677669,23,67,West Region,Bukit Panjang
GARDENVISTA,"1,730,000","1,140.98","1,516",17 Feb 2021,962 DUNEARN ROAD #07-28,Resale,Strata,106,"16,321",-,Condominium,1,99 yrs from 09/09/1999,2006,Private,589487,21,58,Central Region,Bukit Timah
AMBER RESIDENCES,"2,650,000","1,517.72","1,746",17 Feb 2021,50 AMBER ROAD #10-03,Resale,Strata,141,"18,794",-,Condominium,1,Freehold,2011,HDB,439888,15,43,Central Region,Marine Parade
BAYSHORE PARK,"1,030,000",936.47,"1,100",17 Feb 2021,62 BAYSHORE ROAD #20-08,Resale,Strata,87,"11,839",-,Condominium,1,99 yrs from 17/03/1982,1986,Private,469983,16,46,East Region,Bedok
BISHAN POINT,"1,500,000","1,184.04","1,267",17 Feb 2021,61 BRIGHT HILL DRIVE #24-02,Resale,Strata,110,"13,636",-,Condominium,1,99 yrs from 06/12/1997,2005,HDB,579653,20,57,Central Region,Bishan
THE CASCADIA,"2,383,000","1,915.99","1,244",17 Feb 2021,925 BUKIT TIMAH ROAD #10-12,Resale,Strata,178,"13,388",-,Condominium,1,Freehold,2010,HDB,589640,21,58,Central Region,Bukit Timah
1 CANBERRA,"885,000",947.23,934,17 Feb 2021,1 CANBERRA DRIVE #09-03,Resale,Strata,88,"10,057",-,Executive Condominium,1,99 yrs from 30/01/2012,2015,Private,768101,27,76,North Region,Yishun
CASHEW VILLAS,"3,214,000","1,763.14","1,823",17 Feb 2021,14 CASHEW CRESCENT,Resale,Land,163.8,"19,621",-,Terrace House,1,999 yrs from 09/01/1883,2002,Private,679759,23,67,West Region,Bukit Panjang
YEW MEI GREEN,"990,000","1,410.08",702,17 Feb 2021,52 CHOA CHU KANG NORTH 6 #06-16,Resale,Strata,131,"7,557",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,Private,689575,23,68,West Region,Choa Chu Kang
N.A.,"4,500,000","2,707.15","1,662",17 Feb 2021,822 MOUNTBATTEN ROAD,Resale,Land,251.5,"17,893",-,Semi-Detached House,1,Freehold,1996,Private,437815,15,43,Central Region,Marine Parade
N.A.,"3,500,000","1,798.66","1,946",17 Feb 2021,56 NAMLY PLACE,Resale,Land,167.1,"20,946",-,Terrace House,1,Freehold,-,Private,267202,10,26,Central Region,Bukit Timah
COSTA RHU,"1,255,000","1,011.82","1,240",17 Feb 2021,5 RHU CROSS #08-15,Resale,Strata,94,"13,351",-,Condominium,1,99 yrs from 30/05/1994,1997,Private,437434,15,43,Central Region,Kallang
VUE 8 RESIDENCE,"1,480,000","1,345.5","1,100",17 Feb 2021,93 PASIR RIS HEIGHTS #10-21,Resale,Strata,125,"11,840",-,Condominium,1,99 yrs from 10/09/2012,2017,Private,519288,18,51,East Region,Pasir Ris
PEAKVIEW ESTATE,"2,520,000","1,786.82","1,410",17 Feb 2021,11 PEAKVILLE AVENUE,Resale,Land,166,"15,181",-,Terrace House,1,Freehold,1979,Private,487780,16,48,East Region,Bedok
HIGH PARK RESIDENCES,"738,000",592.02,"1,247",17 Feb 2021,31 FERNVALE ROAD #10-59,Resale,Strata,55,"13,418",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797417,28,79,North East Region,Sengkang
HIGH PARK RESIDENCES,"635,000",452.09,"1,405",17 Feb 2021,31 FERNVALE ROAD #16-53,Resale,Strata,42,"15,119",-,Apartment,1,99 yrs from 05/11/2014,2019,HDB,797417,28,79,North East Region,Sengkang
THE GALE,"920,000",968.76,950,17 Feb 2021,76 FLORA ROAD #06-34,Resale,Strata,90,"10,222",-,Condominium,1,Freehold,2013,Private,506917,17,50,East Region,Pasir Ris
SIMSVILLE,"1,310,000","1,237.86","1,058",17 Feb 2021,8 GEYLANG EAST AVENUE 2 #02-09,Resale,Strata,115,"11,391",-,Condominium,1,99 yrs from 01/12/1994,1998,Private,389757,14,38,Central Region,Geylang
SOUTHAVEN II,"1,290,000","1,054.87","1,223",17 Feb 2021,37 HINDHEDE WALK #06-06,Resale,Strata,98,"13,163",-,Condominium,1,999 yrs from 21/06/1877,1999,Private,587970,21,58,West Region,Bukit Panjang
ALLSWORTH PARK,"1,600,000","1,033.34","1,548",17 Feb 2021,369 HOLLAND ROAD #08-02,Resale,Strata,96,"16,667",-,Condominium,1,999 yrs from 06/07/1885,1985,Private,278640,10,27,Central Region,Bukit Timah
SUITES DE LAUREL,"1,088,000",721.19,"1,509",17 Feb 2021,2 JALAN ANAK BUKIT #03-02,Resale,Strata,67,"16,239",-,Apartment,1,999 yrs from 10/06/1885,2012,Private,588997,21,58,Central Region,Bukit Timah
VISTA RESIDENCES,"1,830,000","1,173.28","1,560",17 Feb 2021,28 JALAN DATOH #14-07,Resale,Strata,109,"16,789",-,Condominium,1,Freehold,2013,Private,329426,12,32,Central Region,Novena
THE ARTE,"2,200,000","1,528.49","1,439",17 Feb 2021,23 JALAN RAJA UDANG #17-11,Resale,Strata,142,"15,493",-,Condominium,1,Freehold,2010,Private,329216,12,32,Central Region,Novena
THE NAUTICAL,"1,580,000","1,711.48",923,17 Feb 2021,93 JALAN SENDUDOK #05-21,Resale,Strata,159,"9,937",-,Condominium,1,99 yrs from 29/08/2011,2015,HDB,769472,27,76,North Region,Sembawang
CORALIS,"900,000",495.14,"1,818",17 Feb 2021,530 JOO CHIAT ROAD #03-07,Resale,Strata,46,"19,565",-,Condominium,1,Freehold,2013,Private,427710,15,42,Central Region,Marine Parade
CARIBBEAN AT KEPPEL BAY,"1,920,000","1,227.1","1,565",17 Feb 2021,44 KEPPEL BAY DRIVE #07-117,Resale,Strata,114,"16,842",-,Condominium,1,99 yrs from 16/08/1999,2004,HDB,098657,04,09,Central Region,Bukit Merah
VACANZA @ EAST,"1,180,000","1,022.58","1,154",17 Feb 2021,50 LENGKONG TUJOH #04-35,Resale,Strata,95,"12,421",-,Condominium,1,Freehold,2014,Private,417398,14,41,East Region,Bedok
# 1 SUITES,"645,000",559.73,"1,152",17 Feb 2021,1 LORONG 20 GEYLANG #02-20,Resale,Strata,52,"12,404",-,Apartment,1,Freehold,2016,Private,398721,14,39,Central Region,Geylang
SUNNY PALMS,"1,250,000","1,130.22","1,106",17 Feb 2021,65 LORONG G TELOK KURAU #03-12,Resale,Strata,105,"11,905",-,Condominium,1,Freehold,2004,Private,426323,15,42,East Region,Bedok
SIMEI GREEN CONDOMINIUM,"1,058,000","1,377.79",768,17 Feb 2021,11 SIMEI STREET 4 #11-01,Resale,Strata,128,"8,266",-,Executive Condominium,1,99 yrs from 14/11/1996,1999,HDB,529866,18,52,East Region,Tampines
BISHAN PARK CONDOMINIUM,"1,350,000","1,291.68","1,045",17 Feb 2021,22 SIN MING WALK #03-04,Resale,Strata,120,"11,250",-,Condominium,1,99 yrs from 01/03/1991,1994,Private,575571,20,57,Central Region,Bishan
D' ALMIRA,"1,280,000","1,097.93","1,166",17 Feb 2021,33 SOMMERVILLE ROAD #03-02,Resale,Strata,102,"12,549",-,Apartment,1,Freehold,2011,Private,358262,13,35,North East Region,Serangoon
8 SAINT THOMAS,"3,550,000","1,302.44","2,726",17 Feb 2021,10 ST. THOMAS WALK #06-07,Resale,Strata,121,"29,339",-,Condominium,1,Freehold,2018,Private,238102,09,23,Central Region,River Valley
ARC AT TAMPINES,"1,050,000","1,076.4",975,17 Feb 2021,17 TAMPINES AVENUE 8 #09-25,Resale,Strata,100,"10,500",-,Executive Condominium,1,99 yrs from 22/02/2011,2014,HDB,529602,18,52,East Region,Tampines
THE TAMPINES TRILLIANT,"1,070,000","1,001.05","1,069",17 Feb 2021,19 TAMPINES CENTRAL 7 #12-17,Resale,Strata,93,"11,505",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,Private,528773,18,52,East Region,Tampines
THE EDEN AT TAMPINES,"1,025,000","1,237.86",828,17 Feb 2021,33 TAMPINES STREET 34 #08-34,Resale,Strata,115,"8,913",-,Executive Condominium,1,99 yrs from 12/09/2000,2003,Private,529238,18,52,East Region,Tampines
THE WATERSIDE,"4,210,000","2,411.14","1,746",17 Feb 2021,9 TANJONG RHU ROAD #18-02,Resale,Strata,224,"18,795",-,Condominium,1,Freehold,1992,Private,436894,15,43,Central Region,Kallang
THE WATERSIDE,"4,260,000","2,400.37","1,775",17 Feb 2021,9 TANJONG RHU ROAD #18-03,Resale,Strata,223,"19,103",-,Condominium,1,Freehold,1992,Private,436894,15,43,Central Region,Kallang
BOTANIQUE AT BARTLEY,"1,050,000",656.6,"1,599",17 Feb 2021,231 UPPER PAYA LEBAR ROAD #16-26,Resale,Strata,61,"17,213",-,Condominium,1,99 yrs from 14/04/2014,2019,Private,533870,19,53,North East Region,Serangoon
PARC RIVIERA,"968,000",645.84,"1,499",17 Feb 2021,103 WEST COAST VALE #25-13,Resale,Strata,60,"16,133",-,Condominium,1,99 yrs from 11/11/2015,2019,HDB,126754,05,12,West Region,Clementi
THE PARC CONDOMINIUM,"2,150,000","1,420.85","1,513",17 Feb 2021,11 WEST COAST WALK #15-24,Resale,Strata,132,"16,288",-,Condominium,1,Freehold,2010,HDB,127161,05,12,West Region,Clementi
WOODSVALE,"828,000","1,227.1",675,17 Feb 2021,11 WOODLANDS DRIVE 72 #12-40,Resale,Strata,114,"7,263",-,Executive Condominium,1,99 yrs from 22/09/1997,2000,Private,738094,25,73,North Region,Woodlands
N.A.,"4,000,000","4,936.37",810,17 Feb 2021,357A YIO CHU KANG ROAD,Resale,Land,458.6,"8,722",-,Semi-Detached House,1,Freehold,-,Private,805940,28,80,North East Region,Serangoon
DUNMAN VIEW,"1,358,888","1,184.04","1,148",17 Feb 2021,100 HAIG ROAD #13-01,Resale,Strata,110,"12,354",-,Condominium,1,99 yrs from 24/10/1997,2004,HDB,438797,15,43,Central Region,Geylang
SILVERSCAPE,"575,000",409.03,"1,406",17 Feb 2021,39 LORONG 32 GEYLANG #07-06,Resale,Strata,38,"15,132",-,Apartment,1,Freehold,2015,HDB,398299,14,39,Central Region,Geylang
THE ANSLEY,"1,880,000","1,302.44","1,443",17 Feb 2021,33 MANDALAY ROAD #13-04,Resale,Strata,121,"15,537",-,Condominium,1,Freehold,2004,Private,308214,11,30,Central Region,Novena
TANAMERA CREST,"800,000",861.12,929,17 Feb 2021,10 PARI DEDAP WALK #10-17,Resale,Strata,80,"10,000",-,Condominium,1,99 yrs from 20/06/2000,2004,Private,486062,16,48,East Region,Bedok
THE CLEMENTVALE,"1,880,000","1,614.6","1,164",17 Feb 2021,5 MAS KUNING TERRACE,Resale,Land,150,"12,533",-,Terrace House,1,99 yrs from 17/05/1997,2001,Private,126849,05,12,West Region,Clementi
AFFINITY AT SERANGOON,"1,785,112","1,151.75","1,550",17 Feb 2021,18 SERANGOON NORTH AVENUE 1 #09-10,New Sale,Strata,107,"16,683",-,Apartment,1,99 yrs from 18/05/2018,Uncompleted,N.A,554336,19,55,North East Region,Serangoon
PARC CANBERRA,"1,047,000",947.23,"1,105",17 Feb 2021,1 CANBERRA WALK #10-02,New Sale,Strata,88,"11,898",-,Executive Condominium,1,99 yrs from 10/12/2018,Uncompleted,HDB,757063,27,75,North Region,Sembawang
KI RESIDENCES AT BROOKVALE,"1,611,000",936.47,"1,720",17 Feb 2021,22 BROOKVALE DRIVE #01-55,New Sale,Strata,87,"18,517",-,Condominium,1,999 yrs from 23/03/1885,Uncompleted,N.A,599983,21,59,West Region,Clementi
GUILIN VIEW,"710,000",861.12,825,17 Feb 2021,26 BUKIT BATOK STREET 52 #24-04,Resale,Strata,80,"8,875",-,Condominium,1,99 yrs from 24/04/1996,2000,Private,659247,23,65,West Region,Bukit Batok
YEW MEI GREEN,"908,000","1,291.68",703,17 Feb 2021,56 CHOA CHU KANG NORTH 6 #10-32,Resale,Strata,120,"7,567",-,Executive Condominium,1,99 yrs from 01/12/1997,2000,HDB,689577,23,68,West Region,Choa Chu Kang
MAYSPRINGS,"1,100,000","1,334.74",824,17 Feb 2021,6 PETIR ROAD #06-12,Resale,Strata,124,"8,871",-,Apartment,1,99 yrs from 01/12/1994,1998,Private,678267,23,67,West Region,Bukit Panjang
THE TAMPINES TRILLIANT,"960,000",871.88,"1,101",17 Feb 2021,11 TAMPINES CENTRAL 7 #12-03,Resale,Strata,81,"11,852",-,Executive Condominium,1,99 yrs from 13/07/2011,2015,HDB,528769,18,52,East Region,Tampines
THE SKYWOODS,"1,185,000",871.88,"1,359",17 Feb 2021,5 DAIRY FARM HEIGHTS #10-12,Resale,Strata,81,"14,630",-,Condominium,1,99 yrs from 21/12/2012,2016,Private,677668,23,67,West Region,Bukit Panjang
CITYLIGHTS,"1,900,000","1,313.21","1,447",17 Feb 2021,80 JELLICOE ROAD #23-02,Resale,Strata,122,"15,574",-,Condominium,1,99 yrs from 05/01/2004,2007,Private,208766,08,20,Central Region,Kallang
BOATHOUSE RESIDENCES,"790,000",731.95,"1,079",17 Feb 2021,23 UPPER SERANGOON VIEW #03-04,Resale,Strata,68,"11,618",-,Condominium,1,99 yrs from 09/02/2011,2015,HDB,534047,19,53,North East Region,Hougang
THE EBONY,"523,000",333.68,"1,567",17 Feb 2021,35 LORONG MARICAN #04-05,Resale,Strata,31,"16,871",-,Apartment,1,Freehold,2016,Private,417216,14,41,East Region,Bedok
CASTLE GREEN,"1,135,000","1,173.28",967,17 Feb 2021,483 YIO CHU KANG ROAD #12-13,Resale,Strata,109,"10,413",-,Condominium,1,99 yrs from 01/12/1993,1997,Private,787057,26,78,North East Region,Ang Mo Kio
BELLEWATERS,"1,092,000","1,130.22",966,17 Feb 2021,19 ANCHORVALE CRESCENT #04-20,Resale,Strata,105,"10,400",-,Executive Condominium,1,99 yrs from 28/08/2013,2017,HDB,544653,19,54,North East Region,Sengkang
CITYLIGHTS,"1,925,000","1,356.26","1,419",17 Feb 2021,80 JELLICOE ROAD #16-04,Resale,Strata,126,"15,278",-,Condominium,1,99 yrs from 05/01/2004,2007,Private,208766,08,20,Central Region,Kallang
THE CENTREN,"1,100,000",979.52,"1,123",17 Feb 2021,1 LORONG 27 GEYLANG #07-03,Resale,Strata,91,"12,088",-,Apartment,1,Freehold,2016,HDB,388153,14,38,Central Region,Geylang
THE POIZ RESIDENCES,"885,000",538.2,"1,644",17 Feb 2021,12 MEYAPPA CHETTIAR ROAD #10-34,Resale,Strata,50,"17,700",-,Apartment,1,99 yrs from 17/11/2014,2018,HDB,358474,13,35,Central Region,Toa Payoh
