Date,Open,High,Low,Close,Adj Close,Volume
19/2/2020,25.690001,26.059999,25.68,26.049999,25.059578,2359400
20/2/2020,25.959999,26.049999,25.75,25.870001,24.886423,1791300
21/2/2020,25.790001,25.85,25.629999,25.68,24.703648,2808300
24/2/2020,25.4,25.42,25.27,25.280001,24.318855,5907200
25/2/2020,25.26,25.469999,25.219999,25.4,24.434292,2557800
26/2/2020,25.1,25.299999,25.1,25.129999,24.174557,3513100
27/2/2020,25,25.360001,24.959999,25.27,24.309235,4130300
28/2/2020,24.43,24.950001,24.43,24.48,23.549271,8761500
2/3/2020,24.1,24.309999,24.1,24.24,23.318394,8681800
3/3/2020,24.32,24.459999,24.27,24.27,23.347256,6087300
4/3/2020,24.17,24.17,23.879999,24,23.087521,6037600
5/3/2020,24.049999,24.09,23.68,23.74,22.837404,7290400
6/3/2020,23.51,23.559999,23.200001,23.200001,22.317938,4508200
9/3/2020,22.33,22.379999,21.5,21.5,20.68257,7841000
10/3/2020,21.33,22.18,21.219999,21.940001,21.105841,7919300
11/3/2020,22.059999,22.34,21.33,21.370001,20.557514,6606600
12/3/2020,20.77,21,20.5,20.530001,19.749449,7836500
13/3/2020,19.5,20.700001,19.27,20.139999,19.374275,10333500
16/3/2020,19.32,20.040001,19.32,19.450001,18.710512,6817300
17/3/2020,19.209999,19.83,19.209999,19.389999,18.65279,6788700
18/3/2020,19.389999,19.389999,19.389999,19.389999,18.65279,0
19/3/2020,19.129999,19.33,18.25,18.35,17.652334,7344700
20/3/2020,18.35,19.059999,18.17,18.959999,18.23914,6079700
23/3/2020,17.9,17.9,17.280001,17.57,16.901987,5464400
24/3/2020,17.82,18.950001,17.82,18.799999,18.085224,5728500
25/3/2020,19.209999,20.040001,19.030001,20.02,19.258841,6948600
26/3/2020,19.98,20,19.299999,19.73,18.979864,4643400
27/3/2020,20.049999,20.5,19.969999,20.209999,19.441614,5983900
30/3/2020,19.91,19.91,19.200001,19.209999,18.479635,4160200
31/3/2020,19.4,19.780001,19.25,19.450001,18.710512,6442562
1/4/2020,19.4,19.549999,19,19.09,18.364199,2925400
2/4/2020,18.620001,19.370001,18.610001,19.370001,18.633553,3001500
3/4/2020,19.299999,19.34,18.780001,18.799999,18.085224,2832000
6/4/2020,19.1,19.549999,18.969999,19.48,18.73937,3877700
7/4/2020,19.889999,20.15,19.59,20.15,19.383896,4061600
8/4/2020,19.9,20.049999,19.65,19.9,19.143402,2080200
9/4/2020,20,20.290001,19.9,20.17,19.403137,2595700
13/4/2020,20.049999,20.200001,19.9,20.18,19.412756,1109800
14/4/2020,20.040001,20.92,20.040001,20.700001,19.912987,3433900
15/4/2020,20.690001,20.709999,20.17,20.280001,19.508955,3454200
16/4/2020,19.879999,20.459999,19.879999,20.139999,19.374275,3169800
17/4/2020,20.440001,20.639999,20.01,20.02,19.258841,3479000
20/4/2020,20.049999,20.190001,19.9,19.91,19.153021,3348324
21/4/2020,19.799999,19.93,19.6,19.6,18.854809,3496600
22/4/2020,19.5,19.67,19.26,19.6,18.854809,3151600
23/4/2020,19.559999,19.74,19.530001,19.57,18.825947,1664000
24/4/2020,19.57,19.65,19.469999,19.559999,18.816328,2206700
27/4/2020,19.450001,19.91,19.450001,19.780001,19.027964,2756500
28/4/2020,19.65,19.85,19.57,19.85,19.095303,3247800
29/4/2020,19.77,19.969999,19.700001,19.889999,19.133783,2423400
30/4/2020,19.85,20.48,19.85,20.34,19.566673,8931300
4/5/2020,19.700001,19.950001,19.5,19.809999,19.056824,5141500
5/5/2020,19.879999,20.08,19.83,19.9,19.143402,1925100
6/5/2020,19.85,20.08,19.85,19.879999,19.124163,2639700
8/5/2020,19.879999,19.91,19.700001,19.879999,19.124163,3493300
11/5/2020,19.98,20.1,19.9,20.07,19.503147,2835100
12/5/2020,19.809999,19.969999,19.799999,19.940001,19.37682,2833000
13/5/2020,19.709999,19.83,19.629999,19.690001,19.133881,4597900
14/5/2020,19.48,19.6,19.379999,19.4,18.85207,3723300
15/5/2020,19.450001,19.58,19.379999,19.4,18.85207,2206700
18/5/2020,19.379999,19.57,19.379999,19.51,18.958963,1460100
19/5/2020,19.809999,19.969999,19.76,19.84,19.279642,3498300
20/5/2020,19.84,19.940001,19.700001,19.77,19.211622,1777100
21/5/2020,19.860001,19.92,19.639999,19.68,19.124163,2679700
22/5/2020,19.52,19.610001,19.4,19.459999,18.910376,4326400
26/5/2020,19.5,19.870001,19.5,19.690001,19.133881,3662100
27/5/2020,19.700001,19.809999,19.52,19.700001,19.143599,3578300
28/5/2020,19.700001,19.93,19.68,19.84,19.279642,5937200
29/5/2020,19.59,19.76,19.5,19.5,18.949247,13724200
1/6/2020,19.629999,20,19.620001,19.780001,19.221338,3943800
2/6/2020,19.809999,20.34,19.809999,20.27,19.697498,4608700
3/6/2020,20.5,21.639999,20.5,21.6,20.989935,8117000
4/6/2020,21.9,22.200001,21.41,21.629999,21.019087,5790400
5/6/2020,21.639999,22.08,21.629999,22,21.378635,3765700
8/6/2020,22.290001,22.719999,22.27,22.66,22.019997,5495200
9/6/2020,22.83,23.379999,22.57,22.66,22.019997,7683600
10/6/2020,22.92,23.15,22.9,23.1,22.447569,4748200
11/6/2020,22.950001,22.950001,22.370001,22.540001,21.903385,10283700
12/6/2020,21.950001,22.34,21.610001,22.280001,21.650728,9007100
15/6/2020,21.08,21.309999,20.82,20.82,20.415224,8240800
16/6/2020,21.16,21.450001,21.120001,21.120001,20.709393,5916500
17/6/2020,21.23,21.26,20.85,21.030001,20.621143,3797400
18/6/2020,20.9,21.08,20.83,20.940001,20.532892,2940400
19/6/2020,20.9,20.950001,20.709999,20.780001,20.376003,5620900
22/6/2020,20.799999,20.799999,20.559999,20.629999,20.228918,3947300
23/6/2020,20.77,20.77,20.219999,20.66,20.258335,3644300
24/6/2020,20.709999,20.85,20.52,20.629999,20.228918,2058100
25/6/2020,20.4,20.43,20.059999,20.27,19.875917,4388700
26/6/2020,20.27,20.5,20.27,20.35,19.954363,2754200
29/6/2020,20.15,20.26,20.07,20.08,19.689611,2090200
30/6/2020,20.18,20.459999,20.18,20.23,19.836695,3354900
1/7/2020,20.32,20.620001,20.25,20.450001,20.05242,1687800
2/7/2020,20.4,20.700001,20.280001,20.65,20.248529,2528000
3/7/2020,20.870001,20.98,20.75,20.85,20.444641,2081500
6/7/2020,21,21.26,20.85,21.17,20.758421,2141700
7/7/2020,21.450001,21.5,20.870001,20.870001,20.464252,2957000
8/7/2020,20.9,21.139999,20.889999,21.030001,20.621143,1517400
9/7/2020,21.15,21.190001,21,21,20.591724,2762800
13/7/2020,21.25,21.25,20.799999,20.84,20.434835,2351450
14/7/2020,20.6,20.790001,20.450001,20.67,20.268141,3595300
15/7/2020,20.959999,21.1,20.76,20.860001,20.454447,2535800
16/7/2020,20.889999,20.940001,20.629999,20.65,20.248529,1925500
17/7/2020,20.65,20.84,20.549999,20.559999,20.160278,1923500
20/7/2020,20.51,20.57,20.32,20.549999,20.150473,1593700
21/7/2020,20.66,20.780001,20.530001,20.700001,20.297558,2539900
22/7/2020,20.559999,20.620001,20.4,20.4,20.003389,2035600
23/7/2020,20.440001,20.629999,20.379999,20.52,20.121058,2035500
24/7/2020,20.4,20.4,20.18,20.23,19.836695,2367300
27/7/2020,20.27,20.450001,20.1,20.219999,19.826889,1847900
28/7/2020,20.219999,20.379999,20.1,20.110001,19.719028,2407900
29/7/2020,20.110001,20.200001,20,20.02,19.630779,2028700
30/7/2020,20.02,20.02,19.209999,19.389999,19.013025,13386000
3/8/2020,19.200001,19.23,19,19.07,18.699247,4842090
4/8/2020,19.200001,19.4,19.18,19.309999,18.934582,2235900
5/8/2020,19.459999,19.58,19.299999,19.42,19.042442,1937200
6/8/2020,19.51,19.870001,19.51,19.76,19.375834,2688300
7/8/2020,19.67,19.709999,19.360001,19.58,19.199331,4141000
11/8/2020,19.379999,19.780001,19.379999,19.65,19.267971,4626600
12/8/2020,19.43,19.959999,19.43,19.889999,19.503305,3951700
13/8/2020,19.889999,20.18,19.85,20.08,19.689611,2743000
14/8/2020,19.91,20.18,19.85,20.07,19.679806,2160900
17/8/2020,20,20.450001,19.98,20.08,19.689611,2331800
18/8/2020,20.200001,20.24,19.98,20.02,19.630779,1815400
19/8/2020,19.98,20.120001,19.959999,20.059999,19.67,1451600
20/8/2020,19.950001,20.08,19.76,19.879999,19.4935,2857100
21/8/2020,20.129999,20.17,19.889999,19.92,19.532722,2258200
24/8/2020,19.950001,19.950001,19.82,19.85,19.464083,2120500
25/8/2020,19.889999,20.190001,19.85,20.059999,19.67,3059300
26/8/2020,19.74,19.74,19.530001,19.559999,19.559999,3608500
27/8/2020,19.719999,19.73,19.48,19.48,19.48,3294700
28/8/2020,19.719999,19.98,19.6,19.66,19.66,3464700
31/8/2020,19.76,19.82,19.559999,19.559999,19.559999,2785200
1/9/2020,19.5,19.67,19.360001,19.610001,19.610001,2453700
2/9/2020,19.65,19.68,19.440001,19.57,19.57,2542000
3/9/2020,19.57,19.68,19.43,19.59,19.59,2909800
4/9/2020,19.309999,19.49,19.309999,19.450001,19.450001,3596300
7/9/2020,19.42,19.59,19.4,19.530001,19.530001,3367200
8/9/2020,19.5,19.620001,19.450001,19.450001,19.450001,3181000
9/9/2020,19.299999,19.35,19.200001,19.280001,19.280001,4375200
10/9/2020,19.35,19.440001,19.23,19.389999,19.389999,2456900
11/9/2020,19.25,19.48,19.24,19.4,19.4,1743900
14/9/2020,19.450001,19.5,19.370001,19.370001,19.370001,1632500
15/9/2020,19.4,19.549999,19.35,19.42,19.42,2007600
16/9/2020,19.43,19.440001,19.280001,19.299999,19.299999,2085400
17/9/2020,19.25,19.35,19.200001,19.200001,19.200001,2080200
18/9/2020,19.299999,19.34,19.190001,19.209999,19.209999,2835300
21/9/2020,19.290001,19.48,19.17,19.200001,19.200001,1776800
22/9/2020,19.1,19.15,18.99,19.01,19.01,3523400
23/9/2020,18.91,19.219999,18.85,19.110001,19.110001,3051600
24/9/2020,18.93,19.07,18.91,18.950001,18.950001,2370400
25/9/2020,18.92,19.139999,18.92,19.1,19.1,1874200
28/9/2020,19.09,19.35,19,19.280001,19.280001,3599300
29/9/2020,19.48,19.48,19.120001,19.129999,19.129999,2036600
30/9/2020,19.26,19.370001,19.030001,19.030001,19.030001,3872400
1/10/2020,19.219999,19.450001,19.139999,19.379999,19.379999,2436400
2/10/2020,19.5,19.5,19.120001,19.41,19.41,3107800
5/10/2020,19.5,19.6,19.299999,19.440001,19.440001,1720100
6/10/2020,19.49,19.620001,19.48,19.530001,19.530001,1797900
7/10/2020,19.530001,19.610001,19.4,19.57,19.57,2119800
8/10/2020,19.59,19.610001,19.459999,19.530001,19.530001,1375700
9/10/2020,19.6,19.610001,19.440001,19.450001,19.450001,1751800
12/10/2020,19.41,19.700001,19.41,19.639999,19.639999,2766000
13/10/2020,19.6,19.799999,19.530001,19.75,19.75,1783400
14/10/2020,19.73,19.73,19.549999,19.700001,19.700001,1181600
15/10/2020,19.59,19.639999,19.41,19.459999,19.459999,1835500
16/10/2020,19.450001,19.75,19.450001,19.6,19.6,1740200
19/10/2020,19.65,19.780001,19.58,19.700001,19.700001,1714700
20/10/2020,19.67,19.84,19.58,19.629999,19.629999,3516100
21/10/2020,19.790001,20.18,19.709999,19.92,19.92,5052099
22/10/2020,19.77,20,19.77,19.98,19.98,2446600
23/10/2020,20.02,20.15,19.879999,20.08,20.08,2206000
26/10/2020,20.059999,20.1,19.83,19.85,19.85,1611200
27/10/2020,19.709999,19.709999,19.530001,19.639999,19.639999,2762900
28/10/2020,19.51,19.59,19.370001,19.4,19.4,2457900
29/10/2020,19.299999,19.35,19.110001,19.110001,19.110001,3465000
30/10/2020,19,19.120001,18.99,18.99,18.99,5689900
2/11/2020,18.99,19.209999,18.959999,19.030001,19.030001,2221000
3/11/2020,19.049999,19.48,19.049999,19.450001,19.450001,3308300
4/11/2020,19.370001,19.870001,19.35,19.799999,19.799999,5217500
5/11/2020,20,20.440001,19.99,20.440001,20.440001,8105900
6/11/2020,20.5,20.58,20.219999,20.450001,20.450001,3922156
9/11/2020,20.65,20.780001,20.620001,20.65,20.65,3107700
10/11/2020,21.299999,21.379999,21.1,21.26,21.26,7345200
11/11/2020,21.299999,21.450001,21.110001,21.450001,21.450001,5299800
12/11/2020,21.540001,21.85,21.309999,21.6,21.6,5073800
13/11/2020,21.5,21.549999,21.35,21.469999,21.469999,3590100
16/11/2020,21.58,21.799999,21.49,21.74,21.74,2887900
17/11/2020,21.809999,22.049999,21.809999,22.040001,22.040001,4372300
18/11/2020,22.1,22.43,22.1,22.32,22.32,4162200
19/11/2020,22.43,22.610001,22.26,22.41,22.41,5852300
20/11/2020,22.5,22.780001,22.41,22.780001,22.780001,4115000
23/11/2020,22.950001,23.18,22.93,23.129999,23.129999,3439500
24/11/2020,23.379999,23.6,23.370001,23.6,23.6,4471200
25/11/2020,23.790001,23.99,23.190001,23.24,23.24,6087100
26/11/2020,23.15,23.15,22.879999,23.07,23.07,2928700
27/11/2020,22.889999,23.25,22.889999,23.059999,23.059999,2811000
30/11/2020,22.889999,23.059999,22.450001,22.51,22.51,9649771
1/12/2020,22.41,22.74,22.41,22.57,22.57,2945200
2/12/2020,22.450001,22.85,22.450001,22.75,22.75,2482700
3/12/2020,22.879999,22.969999,22.700001,22.969999,22.969999,2323300
4/12/2020,23.1,23.219999,23,23.049999,23.049999,2537800
7/12/2020,22.9,22.99,22.540001,22.67,22.67,2626300
8/12/2020,22.5,22.629999,22.4,22.530001,22.530001,3035000
9/12/2020,22.530001,22.93,22.530001,22.82,22.82,3067400
10/12/2020,22.700001,22.799999,22.610001,22.790001,22.790001,1592100
11/12/2020,22.84,22.940001,22.68,22.77,22.77,3947100
14/12/2020,22.75,23.200001,22.75,22.92,22.92,3796600
15/12/2020,22.9,22.92,22.700001,22.889999,22.889999,2132200
16/12/2020,22.91,23.08,22.860001,22.99,22.99,1816000
17/12/2020,22.950001,22.98,22.780001,22.85,22.85,1724500
18/12/2020,22.809999,22.85,22.629999,22.690001,22.690001,3805200
21/12/2020,22.629999,22.780001,22.360001,22.6,22.6,2471900
22/12/2020,22.700001,22.790001,22.370001,22.58,22.58,2785600
23/12/2020,22.379999,22.700001,22.24,22.629999,22.629999,1520400
24/12/2020,null,null,null,null,null,null
28/12/2020,22.709999,22.77,22.549999,22.68,22.68,1169100
29/12/2020,22.700001,22.74,22.57,22.639999,22.639999,924300
30/12/2020,22.68,22.889999,22.549999,22.75,22.75,2150000
31/12/2020,null,null,null,null,null,null
4/1/2021,22.58,22.700001,22.42,22.68,22.68,1541121
5/1/2021,22.5,22.57,22.41,22.57,22.57,1889500
6/1/2021,22.5,22.6,22.450001,22.559999,22.559999,2086300
7/1/2021,22.82,23.25,22.790001,23.200001,23.200001,5782400
8/1/2021,23.559999,24.200001,23.549999,24.200001,24.200001,7286500
11/1/2021,23.99,24.1,23.77,23.790001,23.790001,3025300
12/1/2021,23.549999,23.67,23.360001,23.58,23.58,3121300
13/1/2021,23.700001,23.83,23.68,23.700001,23.700001,2679300
14/1/2021,23.790001,23.950001,23.709999,23.879999,23.879999,1774900
15/1/2021,23.85,24,23.75,23.969999,23.969999,2294200
18/1/2021,23.9,23.9,23.639999,23.870001,23.870001,1937700
19/1/2021,23.959999,24.049999,23.790001,23.790001,23.790001,2765700
20/1/2021,23.84,23.9,23.65,23.9,23.9,2165200
21/1/2021,23.950001,23.99,23.780001,23.959999,23.959999,2301900
22/1/2021,23.75,23.83,23.620001,23.700001,23.700001,2951800
25/1/2021,23.9,23.9,23.549999,23.610001,23.610001,1778500
26/1/2021,23.52,23.610001,23.24,23.33,23.33,2787700
27/1/2021,23.5,23.700001,23.41,23.639999,23.639999,2283800
28/1/2021,23.34,23.450001,23.110001,23.32,23.32,3247300
29/1/2021,23.58,23.75,23.120001,23.379999,23.379999,5428500
